CT_FIPS,PM25,OZONE,DSLPM,CANCER,RSEI_AIR,PTRAF,HI,EBLL,Freight,TRI,RMP,Psites,Waste,PWDis,CF,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,CHD,Asthma,Disability,YoungAge,OldAge,LBW
17031010100,9.28303589,67.50705,0.35471163,20,4570.559078,282.503158,0.54032766,3.120519842,0.075958547,0,0,0.052722161,0,39.70265833,0.046403504,0.595941773,14.68799279,0.354624637,0.267402568,12.1,6.607773852,8,4.400028644,10.89996094,0.140797477,0.140572201,0.102337891,10.79991677
17031010201,9.349178356,67.21226,0.363590977,20,4873.406962,206.7747216,0.570428631,3.120339829,0.217364998,146151.3946,0,0.159581386,0,54.3128207,0.309283878,0.748056365,10.82856795,0.406875834,0.352719309,14.2,4.036458333,21.8,4.699989665,10.9998668,0.083465142,0.301739871,0.055272109,8.400059566
17031010202,9.325459726,67.31251,0.35973323,20,4813.787361,133.0615365,0.560326952,3.120588233,0.187654824,513845.1351,0,0.176184157,0,42.40449165,0.206510852,0.711267606,22.31230173,0.488654781,0.182012087,18.8,10.53921569,19.3,6.099921761,10.49995956,0.150863588,0.211843497,0.123239437,9.699637304
17031010300,9.307220274,67.44816,0.357464329,20,4709.536102,257.2054048,0.550337643,3.12047581,0.039845932,70876.61601,0,0.223296711,0,36.41399735,0.067229954,0.533935908,23.62690306,0.370617696,0.118134515,12.9,4.112426036,15.4,5.500584174,9.401272444,0.090383504,0.099633841,0.239769926,6.104262745
17031010400,9.338973425,67.43378,0.36342334,20,4867.416781,444.0762033,0.550329283,3.120467591,0,0.001849574,0,0.029258642,0,31.1640194,0.024287264,0.271419228,7.673860911,0.439036382,0.237462637,2.9,3.70058873,5.8,3.000188535,10.39996083,0.114017877,0.024852845,0.057117942,5.800129412
17031010501,9.333871233,67.41646,0.359273775,20,4904.673813,370.4088821,0.560329869,3.120467313,0.004943172,0.01376728,0,0.035953812,0,34.37338194,0.022405633,0.399063347,10.9001233,0.418204182,0.102589396,0.8,6.36457973,7.9,3.899972596,9.400072561,0.148212084,0.116152898,0.110919399,6.900027349
17031010502,9.360226301,67.35939,0.368978615,20,4984.162698,347.2538367,0.580335747,3.120466691,0.003489848,0.003309386,0,0.001234503,0.000974597,33.52359649,0.017610729,0.413352273,12.74857955,0.411306043,0.23377097,3.2,1.958814666,8.2,3.300141585,10.19989345,0.103693182,0.082741477,0.053977273,5.000464093
17031010503,9.388193151,67.28674,0.37327697,20,5208.447971,337.4118346,0.590333673,3.120467001,0.003546711,0.000945929,0,0,0.000945929,33.13990961,0.067003613,0.246562786,1.924839597,0.451948052,0.552703941,17.2,3.448275862,11.2,8.099104663,10.99983885,0.214023831,0.064619615,0.233272227,5.400097335
17031010600,9.367749589,67.30526,0.369065875,20,5156.388194,89.14796553,0.580329768,3.120467059,0.068268914,668627.7115,0,0.036509086,0.018577993,37.13532423,0.185468852,0.467419503,10.37117904,0.416866644,0.184185901,6.4,1.956468574,7.6,4.000756735,9.800203637,0.016063631,0.152370555,0.069586449,6.799871459
17031010701,9.388590137,67.21342,0.374937607,20,5236.178389,275.6500229,0.580329016,3.120389903,0.219047494,1381481.431,0,0.027359556,0.042325717,51.1011837,0.238292671,0.632473944,17.443774,0.393861893,0.094624246,15.8,4.272151899,18.6,3.80004798,9.000120564,0.077070762,0.18568294,0.125068568,5.70031345
17031010702,9.372287123,67.26986,0.368850276,20,5093.363972,153.7865068,0.570339413,3.120467224,0.190804475,1908033.261,0,0.031195276,0.028495107,41.7467315,0.3494324,0.7576785,13.84062313,0.466124661,0.189668927,20.8,6.836616454,26,3.500171864,9.699998552,0.06111444,0.319752347,0.030115676,5.600405636
17031020100,9.366861096,67.17198,0.371367254,20,4960.184553,367.1936462,0.560432123,2.856949447,0.019157182,0.000957393,0,0.011171067,0,69.25133384,0.357862087,0.768882175,18.22759315,0.490147783,0.193353474,18.2,8.75478113,31.2,4.600049174,9.499977537,0.094914401,0.156847936,0.118328298,7.499792209
17031020200,9.403321644,66.91316,0.392193437,20,5142.220414,120.822558,0.560429488,2.856967855,0.009040294,1170742.404,0,0.164491202,0.057431327,215.7054593,0.349880834,0.578851795,14.47129487,0.23514973,0.07934069,16.1,4.026442308,18.4,5.400000076,8.600001363,0.07026121,0.324346976,0.123760302,4.80003749
17031020301,9.482182192,66.826,0.411798134,20,5787.140585,140.2493862,0.600440242,2.856949389,0.00884422,1285439.646,0,0.072266968,0.008760802,496.9313475,0.001109582,0.231944183,10.63548935,0.375967228,0.121440694,5.7,7.914572864,16.6,8.199707825,8.600075952,0.168206675,0.286253064,0.226098435,3.600451777
17031020302,9.440566849,66.89385,0.390979764,20,5418.848288,171.4921345,0.580429826,2.856949408,0,0.000118912,0,0.018899082,0,107.5610892,0.043893123,0.334330591,4.478208717,0.273690406,0.070034212,4.4,11.00739012,10.3,5.600044584,8.700006889,0.075969612,0.31347461,0.181376215,5.300136784
17031020400,9.415248219,67.08886,0.378521909,20,5312.102773,268.535958,0.580433647,2.856949751,0.036985381,16699.26764,0,0.002668669,0.015774371,65.08349221,0.068684367,0.651518834,18.75912409,0.428070175,0.169802101,13,4.926710098,23.8,4.799950976,9.000149708,0.055474453,0.194160584,0.137059538,5.300785822
17031020500,9.451180274,66.96196,0.391248072,20,6514.818762,217.1546212,0.600348211,2.856949572,0.107715926,1174730.438,0,0.002889725,0.117854877,55.0745107,0.051191268,0.819664634,20.62490137,0.52037037,0.292409658,22.6,8.019216556,39.4,6.099913482,9.899936315,0.0981537,0.300142023,0.123780488,8.699971347
17031020601,9.49897589,66.79369,0.418222407,20,6120.410409,131.8786682,0.610449655,2.856949554,0,0.020699718,0,0.259329596,0,224.0252789,0.04543564,0.381000505,7.966986694,0.381277426,0.276233788,10.3,9.023178808,19.1,6.500118802,9.999872834,0.08522823,0.304699343,0.140980293,5.000020614
17031020602,9.476995342,66.92236,0.400061711,20,5867.001497,244.9104816,0.590449325,2.856949581,0,0,0,0.078527631,0,87.45006585,0.132539636,0.582689335,18.57142857,0.272727273,0.074526678,10.8,2.04524326,22.8,5.700011536,8.90001284,0.041824441,0.259724613,0.120728147,9.099868436
17031020701,9.594433973,66.63545,0.474775111,20,7155.249443,315.2032611,0.610361461,2.84955905,0,106986.1576,0,0,0,333.2764303,0.006948413,0.328125,4.513888889,0.405511811,0.108796296,7.8,6.270996641,7.5,5.500008164,8.000042132,0.049768519,0.184027778,0.271412037,6.900069548
17031020702,9.549913151,66.73595,0.456599949,20,6840.922292,314.1680135,0.61046134,2.852398632,0,0.003061427,0,0.055557044,0,310.2976948,0.029406463,0.569349809,4.453870626,0.433279089,0.132106629,23.3,9.913453973,37.7,6.300022665,9.200015183,0.084246495,0.356898786,0.131885899,7.399939293
17031020801,9.561281918,66.76028,0.467356987,20,6655.923539,340.1907588,0.720358647,2.856949714,0,0.000977652,0,0.013739102,0,88.86343341,0.214997835,0.607302905,16.36514523,0.401449932,0.125643154,14.4,3.298119041,29.2,5.100004386,8.900006454,0.108879668,0.194190871,0.105228216,6.500070201
17031020802,9.527082192,66.80149,0.440941177,20,6387.760247,275.2563254,0.610451188,2.85694933,0,0,0,0.040286701,0,81.61847191,0.239299253,0.764740428,21.65627573,0.381800674,0.182566757,35.7,9.908944831,33.7,5.499999729,9.399973104,0.100341136,0.274555935,0.068240545,5.300224582
17031020901,9.492465753,66.90037,0.430734153,20,6176.109354,279.0804587,0.610462643,2.856949695,0.023515019,0.00438954,0,0.000245214,0.003507421,50.45140287,0.098677107,0.784832451,24.33862434,0.445909091,0.227513228,21.7,2.117169374,30.4,4.704257302,9.799991838,0.051627385,0.261824595,0.066217733,10.38990152
17031020902,9.466948493,67.00917,0.422463022,20,6167.692756,303.0354487,0.650344131,2.854341526,0.232411785,16117.01421,0,0,0.025297694,38.88782625,0.189233858,0.666371485,12.98671019,0.425330813,0.283282817,18,2.828618968,35.4,6.199733551,9.799977604,0.152483096,0.219398461,0.150099624,6.80064794
17031030101,9.414515342,67.30747,0.417268157,20,5250.620705,363.3064132,0.590347534,1.191059237,0,0,0,0.032550855,0,22.90264667,0.001735518,0.640443363,12.27358746,0.488129155,0.187888619,12.7,17.74500476,29.8,5.402566092,9.301289635,0.138956475,0.140308191,0.189781022,5.503436495
17031030102,9.397766849,67.31271,0.405587792,20,5266.14317,384.5862754,0.590347659,1.191059136,0,0,0,0.013039334,0,22.6689489,0.005328133,0.617095647,10.77516886,0.474824039,0.22643937,14.1,8.42364532,20.9,4.399932882,9.100022572,0.080411708,0.076551946,0.198601843,9.798598605
17031030103,9.39499726,67.34317,0.389483463,20,5067.73557,535.7377156,0.590346844,1.191059043,0,0,0,0.003139307,0,22.82694509,0.00676843,0.498576657,7.726718178,0.42209073,0.132731959,3.3,7.756024096,5,2.700110284,9.200065122,0.098820659,0.053680358,0.082960553,1.400508792
17031030104,9.382049315,67.4214,0.37805604,20,5058.733282,596.5420154,0.580331272,1.204640546,0,0,0,0.000735714,0,25.21026584,0.010882299,0.405855162,9.614791988,0.529888551,0.303841676,11.6,9.246830723,5,3.199929156,10.29996394,0.085670262,0.034822804,0.141140216,3.200555369
17031030200,9.420926575,67.21162,0.406928315,20,5386.457222,267.7621044,0.600352249,1.193138205,0.05901032,0.008183005,0,0.040778778,0.003496448,27.12070023,0.231044606,0.350625521,14.21888053,0.244705882,0.116457811,4.4,4.169662114,13.3,3.500139465,8.500046284,0.052464495,0.129657477,0.102919099,4.40008329
17031030300,9.451185753,67.14169,0.417256999,20,5615.668187,514.0363838,0.640359887,1.194484387,0.174360791,59.01492475,0,0.000468452,0.013714347,33.02770532,0.149664462,0.644723093,14.36100132,0.346952445,0.177115987,12,7.457935425,23.6,5.399889596,8.999996914,0.11831357,0.215019763,0.135057471,3.300680616
17031030400,9.491292055,67.06554,0.454818196,20,5741.797448,570.6585659,0.830395353,1.190955492,0.185930448,1905389.364,0,0.065085167,0,33.58175508,0.457514093,0.393994211,11.07091172,0.247470817,0.167149059,4,2.537231109,14.9,4.299846042,8.599920375,0.078871201,0.168596237,0.118668596,9.79945424
17031030500,9.463274795,67.15437,0.449049656,20,5563.670207,571.811497,0.670359799,1.191059192,0.049696706,110023.3759,0,0.26574116,0,24.89079673,0.179818343,0.379531553,6.667681534,0.202698145,0.06722947,6.2,1.562825589,9.9,3.000130613,8.200040156,0.104429898,0.142944132,0.087423542,6.200377692
17031030601,9.43054137,67.29409,0.438428445,20,5253.695317,380.004847,0.590348952,1.191059068,0,0,0,0.074919398,0,23.38803389,0.005820325,0.577724993,4.867256637,0.450806871,0.144081858,14.2,4.900662252,20.7,6.599525088,9.899771291,0.116980088,0.169524336,0.143045658,6.999655613
17031030603,9.441499726,67.19864,0.444878789,20,5539.88,983.9494628,0.620347152,1.191058984,0,0,0,0.060803334,0.000170479,4.508884749,0.025603714,0.541296061,14.48538755,0.398161245,0.165607793,7.8,4.255319149,20.3,3.000211989,9.100043464,0.099534096,0.146971622,0.106310885,6.800143154
17031030604,9.434905753,67.29032,0.416150273,20,5284.439251,1124.342973,0.590337854,1.191059209,0,0,0,0.038266444,0.002853255,4.097567624,0.016921273,0.491651206,5.936920223,0.403385049,0.18707483,6.3,3.759036145,11.3,4.93976574,8.728058191,0.186456401,0.078540507,0.21737786,3.386637047
17031030701,9.456399726,67.17704,0.451775141,20,5492.852989,1159.372025,0.620350147,1.191059059,0,0,0,0.018022109,0.002242876,4.495440409,0.032357043,0.535453943,9.384164223,0.415876777,0.276440554,6.8,11.49897331,11.2,4.099869684,9.49987275,0.139296188,0.112170088,0.123923128,5.300368396
17031030702,9.466309863,67.22624,0.428308645,20,5289.920548,1343.22973,0.590343769,1.191058599,0,0,0,0.002634291,0.003465523,4.367782549,0.005738469,0.454584589,4.8213517,0.399597045,0.13689195,2.9,11.45975443,5.6,5.763571064,7.962570783,0.095996556,0.105897546,0.282393457,3.948868527
17031030703,9.484577808,67.1694,0.451555937,20,5562.986317,638.8521441,0.610345963,1.191059003,0,0,0,0.068172443,0.025570743,4.715978676,0.097043168,0.413689482,4.540901503,0.313581542,0.27312187,9.5,10.54054054,25.1,6.699906456,9.399916345,0.194323873,0.034056761,0.288480801,9.19962825
17031030706,9.453626849,67.21354,0.423964977,20,5340.771877,988.8869711,0.590348418,1.191059199,0,0,0,0.042164773,0.122272565,4.485400758,0.059453273,0.394852941,2.573529412,0.433595801,0.041176471,6.7,12.11726384,12.6,6.399931203,8.000097568,0.209926471,0.020955882,0.275367647,3.200309649
17031030800,9.50385589,67.01715,0.46141721,20,5680.310787,287.9315209,0.680356403,1.191059002,0.03253224,360.2090957,0,0.272622615,0.004133938,5.455759495,0.262253391,0.294668588,4.234122042,0.297942002,0.118057285,4.1,4.144527099,8.9,3.200011071,7.800021545,0.064757161,0.128767123,0.170028818,5.900149407
17031030900,9.525322192,66.91565,0.465488895,30,5898.756189,227.2177081,1.140332685,1.190970269,0.202028764,3240282.643,0,0.151438525,0,14.30343817,0.375736742,0.33153382,7.367418228,0.266846361,0.050174659,7.2,3.475080018,6.1,3.300018846,8.100012525,0.072403938,0.10955859,0.137821531,7.299962149
17031031000,9.55714137,66.8576,0.477063821,20,6104.470884,316.7116327,0.770375729,0.97773236,0.202998683,2028631.959,0,0.224248033,0,7.511162935,0.36770837,0.339164491,12.8474043,0.320562561,0.100943891,5.1,3.176265271,12.8,2.999972849,8.399975792,0.088358679,0.110120608,0.08616188,5.400032512
17031031100,9.541507671,66.95242,0.473154665,20,5804.298099,227.7804388,0.650363234,0.977656953,0.030026757,0.033060516,0,0.234017972,0.004047915,5.969559237,0.274934913,0.304375667,4.948990666,0.336134454,0.205773822,3.2,3.363412633,6.7,3.099998227,8.20000329,0.093553288,0.092902105,0.106083244,4.60012873
17031031200,9.51424,67.08363,0.45554771,20,5720.43395,253.9205417,0.59034801,0.977654168,0,0,0,0.187283214,0.03600949,5.118977376,0.168154096,0.738516502,13.94393858,0.522218817,0.288519907,23.2,2.237677653,25.2,6.699969006,9.799982112,0.20853419,0.185502589,0.075876148,5.700185798
17031031300,9.486712055,67.15603,0.637127006,20,5629.29463,970.5001206,0.600337833,0.978030064,0,0,0,0.222629159,0.187168371,4.671728665,0.065372529,0.485145779,7.205752862,0.344148579,0.181484203,9.1,2.757062147,10.4,6.200015463,9.099920281,0.200029351,0.083651306,0.231864032,6.199892659
17031031400,9.525262466,67.11016,0.778711598,20,5863.215744,918.7270064,0.680235843,0.977424471,0,0,0,0.369297892,0.003188543,4.495865168,0.007719677,0.287798946,3.232533889,0.335258261,0.064859228,3.1,0.943134535,2.2,4.300038317,8.300021007,0.081126173,0.051929093,0.206120794,2.200163064
17031031501,9.524976986,67.06338,0.701492937,20,5845.360179,539.4675272,0.700332309,0.977424506,0,0,0,0.217373344,0.002456235,4.843064899,0.0120847,0.705380017,9.262841178,0.481896991,0.476466796,17.3,6.672802577,24.1,6.399886982,9.799979594,0.201160542,0.200945626,0.159265585,7.700126557
17031031502,9.538679178,67.04883,0.759539874,30,6120.730353,227.2074794,0.710332433,0.977424433,0,0,0,0.172775348,0,4.860259434,0.001360421,0.665436654,17.30769231,0.388730094,0.332923329,12.2,6.951423786,16.6,4.9000201,10.69987729,0.16356493,0.209470637,0.088560886,9.999985418
17031031700,9.573377808,66.80375,0.488984073,20,6160.833081,106.1563369,0.600376662,0.977424464,0.020815276,0.001344256,0,0.294846919,0,6.433144201,0.203956936,0.296302124,5.825864277,0.314939024,0.137483995,4.7,4.107704403,5.2,3.299977052,9.499813188,0.096991037,0.080825864,0.073013375,6.999819336
17031031800,9.588547945,66.803,0.48922932,20,6248.427756,249.1528723,0.720385801,0.977513861,0.104451382,0.016317922,0,0.175604572,0,8.346761908,0.523919645,0.434458788,6.35551142,0.228855721,0.135256091,1,6.109979633,5.3,2.300100256,8.000090497,0.052135055,0.123138034,0.074975174,5.500081494
17031031900,9.606023562,66.75768,0.495717855,20,6430.065075,145.1126877,0.710369641,0.97749726,0.107872615,0.006108231,0,0.116792241,0,8.342333899,0.785431415,0.267410543,4.078491728,0.318485523,0.056175452,2.8,2.884615385,3.4,2.599988367,8.799962713,0.055790689,0.160446326,0.083493651,5.000124336
17031032100,9.574389863,66.92017,0.785880371,30,6214.962007,294.2478378,0.700240849,0.97742458,0,0,0,0.073343752,0,5.051025426,0.03404845,0.427744209,11.32341626,0.275730925,0.196332393,11.5,4.868118251,16.3,3.300081613,9.000037384,0.109643498,0.096434983,0.076913394,6.700262482
17031040100,9.539846575,66.86452,0.46122578,30,6248.596762,142.8329119,0.920364498,1.095089582,0.537956131,7096706.362,0,0.349319348,0,38.12662656,2.123112896,0.331491713,6.44825793,0.267955801,0.079303172,7.9,1.425178147,9.6,3.700025378,8.300017424,0.047061882,0.173686947,0.127071823,3.800129629
17031040201,9.633150959,66.64592,0.489009974,20,6848.802001,282.7064219,0.720378834,1.093827662,0,0.001102643,0,0.332443734,0,50.81452183,0.230554405,0.311031519,6.017191977,0.293768546,0.048424069,4.4,3.849372385,10.3,3.300182346,8.200046876,0.056017192,0.149713467,0.1,5.100185369
17031040202,9.586203836,66.63495,0.476644945,20,6770.938095,292.1704276,0.730379553,1.095781337,0,0.005316048,0,0.141769456,0,108.0665488,0.053836489,0.671887134,22.14596806,0.455493741,0.201794906,13.6,10.8778626,32,4.999892157,8.79995877,0.062821697,0.247855352,0.0864613,6.399906028
17031040300,9.640264384,66.62459,0.487325617,20,7079.730477,99.26465777,0.620373595,1.103029457,0,947752.0901,0,0.18457586,0,338.2307699,0.133883734,0.524431058,9.975837073,0.202666667,0.144297636,8.2,9.386869235,18.6,4.899977506,8.100011615,0.057300656,0.193648602,0.173025435,4.400174836
17031040401,9.610615616,66.60046,0.484238567,20,6527.926421,293.7107476,0.730369287,1.093827562,0.012398062,0.015108068,0,0.326407522,0,15.81802217,0.100160188,0.404360465,5.087209302,0.187586207,0.024212369,9.4,3.312530005,10.4,2.900007112,7.900007888,0.051453488,0.19244186,0.12122093,6.300048023
17031040402,9.581888219,66.70736,0.480479317,20,6298.703199,99.71561548,0.770369894,1.093827605,0.246632746,2522386.776,0,0.711338953,0,9.834240712,0.40277484,0.238043713,4.241896889,0.224834983,0.048568951,0.6,6.653835579,3.1,2.100124659,8.000018486,0.066565151,0.118990646,0.033758927,2.500467494
17031040600,9.62395863,66.62386,0.495224109,20,6719.519137,223.9988605,0.720381697,1.093827801,0.032222883,27587.25238,0,0.442971525,0,16.85502593,0.368937757,0.286829961,8.413205538,0.281723863,0.066382677,3.9,1.488238118,6.7,2.400044804,7.900020125,0.061412851,0.148384807,0.074547391,2.800350763
17031040700,9.664007123,66.57834,0.499210685,20,7051.753996,280.7681914,0.730379047,1.103282901,0,0.014185428,0,0.43157694,0,65.58561229,0.336618741,0.25606763,5.017725661,0.218104496,0.056438356,3.3,6.156862745,4.7,2.700466715,8.299995512,0.060812653,0.190619035,0.085628579,3.900882105
17031040800,9.680786575,66.56299,0.516528427,20,7074.311986,133.8682064,0.730390369,1.100568576,0,29049.46162,0,0.205268708,0,79.73813677,0.179110663,0.278863233,3.571428571,0.21656051,0.040640394,6.2,2.985074627,9.9,3.399987409,8.29999683,0.063423645,0.126847291,0.092362345,5.200015236
17031040900,9.653082466,66.59878,0.50148232,20,6819.246667,92.78722434,0.7203805,1.093827637,0.031708721,1540383.365,0,0.217263347,0,18.00306049,0.468747519,0.13160793,11.34361233,0.409747292,0.050660793,1.3,6.766381766,5.1,2.500018135,8.199979885,0.064977974,0.098017621,0.136563877,3.300016614
17031050100,9.644990959,66.65689,0.559844514,30,6873.379348,135.9909161,0.73037906,0.363853511,0.194621555,1414223.739,0,0.071111584,0,11.8917849,1.164924601,0.155290719,4.153123871,0.138107417,0.044420368,3,4.164576016,1.9,2.300045275,8.100007666,0.032502709,0.202239075,0.043336945,2.000249899
17031050200,9.672580274,66.53197,0.566838883,30,7149.356988,216.5179683,0.720380919,0.363862047,0.063955313,2363715.497,0,0.068368522,0,20.55063945,0.794798222,0.278275571,1.521555368,0.129682997,0.038377008,7,3.344795249,6.8,3.499928147,8.19999582,0.119526627,0.288419273,0.146238377,3.000045998
17031050300,9.692815616,66.48895,0.575389861,30,7332.971237,300.8357099,0.730390777,0.366472981,0,77215.87871,0,0.057758339,0,69.38162604,0.193215128,0.430852995,2.75862069,0.171402383,0.052268603,1.1,2.128851541,3.9,3.300004416,8.200012411,0.07477314,0.250090744,0.103811252,2.90012033
17031050500,9.705966027,66.37512,0.612007754,30,7867.533926,239.6930553,0.730391918,0.363088137,0.063699378,1002118.004,0,0.067629439,0.002409166,17.63496393,0.563471846,0.191695006,3.203866118,0.129016553,0.019971213,2.1,2.841758899,3.9,2.800018181,8.000015794,0.043851799,0.304993735,0.050653302,4.600043605
17031050600,9.685010137,66.52936,0.609211517,30,7511.846479,150.2862568,0.740388194,0.363062521,0.192642169,2773752.646,0,0.225474298,0,11.08388834,1.06349045,0.146709324,0.548446069,0.200713649,0.044789762,0,4.418453541,0.4,2.100004232,8.000002,0.056672761,0.17047532,0.101919561,3.200247105
17031050700,9.701515068,66.44834,0.616716722,30,8102.415303,30.75445714,0.770387817,0.362964161,0.095371356,86386.61065,0,0.038337148,0,11.18712597,0.295586811,0.142571619,7.594936709,0.124277457,0.098600933,1,6.180811808,3.3,2.19997371,8.000000695,0.051299134,0.17721519,0.066622252,5.799756049
17031050800,9.721832877,66.43154,0.618978051,30,8885.470219,47.60103264,0.76037898,0.363088006,0.028887605,0.015229993,0,0.01338012,0.003479266,13.75652201,0.115752722,0.349548297,0,0.198130841,0.006254343,3.3,4.128440367,1.3,2.300020035,8.000014967,0.026407227,0.307157748,0.039610841,2.800157409
17031050900,9.733921096,66.36354,0.620012369,30,9835.847961,338.3632725,0.780390312,0.363088088,0.003238195,40257.60512,0,0.027982479,0.018916689,19.51115669,0.077527537,0.236292428,2.610966057,0.163580247,0.019582245,4,3.29218107,4.9,2.699996492,8.499980749,0.048302872,0.225195822,0.100522193,1.50020779
17031051000,9.758296986,66.26423,0.621517011,30,10625.6,460.2660202,0.830381308,0.363088258,0.003370168,567291.2729,0,0.071857622,0.057501304,27.61632189,0.299333439,0.268041237,1.603665521,0.128712871,0.034364261,4.1,2.521008403,4,2.000181457,8.100090454,0.037800687,0.268041237,0.068728522,5.199618036
17031051100,9.741513699,66.30843,0.621359673,30,9353.829606,118.1082457,0.7803897,0.363087856,0.028831907,961.8489116,0,0.03078811,0.019544042,18.61305543,0.135667844,0.27694688,3.04280557,0.162018592,0.051572976,1.5,2.644628099,4.8,2.200003796,8.399963741,0.023723569,0.313563693,0.044868489,4.199983504
17031051200,9.729527123,66.39408,0.62490587,30,8525.26,100.1228045,0.770380319,0.363088114,0.095474227,21443.54088,0,0.031908914,0.002616588,14.66953377,0.139983493,0.219309463,3.242885506,0.096247961,0.031354236,1.6,5.242718447,0.8,1.80002737,8.000015354,0.037723362,0.211118465,0.050511509,4.80018598
17031051300,9.752115616,66.371,0.631278118,30,9305.861461,66.0833984,0.810361492,0.363088105,0.185438227,2122885.351,0,0.191170147,0.022530117,23.62650418,0.16691733,0.302554632,0.246229609,0.107241063,0.024315174,1.8,5.575087896,2.1,1.899957845,7.800114341,0.040627886,0.325023084,0.014773777,3.200943431
17031051400,9.763788767,66.30511,0.632340391,30,15134.29358,83.9777599,0.780393774,0.365327698,0.062426386,3365645.311,0,0.347954044,0.121779776,45.27705966,0.75247204,0.32660626,4.582989265,0.110091743,0.095963756,3.1,4.288631722,5,2.500009969,8.399989309,0.062345169,0.263418662,0.031713344,3.100115719
17031060100,9.613393425,66.70209,0.551158791,20,6583.77114,277.2448496,0.720354915,0.255270896,0.051832088,68154.34665,0,0.123812172,0,7.474967747,0.390324455,0.257552164,3.581438804,0.286032689,0.028028652,3.3,1.077375122,6.4,2.100286539,8.200151093,0.020242915,0.266895048,0.051697291,3.600582824
17031060200,9.635249589,66.65332,0.554136777,20,6801.213672,337.7569977,0.720379717,0.255545351,0.176200948,995919.8951,0,0.128758839,0,8.852790551,1.053830417,0.221206581,2.468007313,0.331516803,0.093235832,0,3.525835866,1,2.59998909,8.499989187,0.063985375,0.14213894,0.060786106,4.500018165
17031060300,9.663892329,66.61113,0.609034529,30,7276.104665,377.064083,0.720392291,0.25483184,0.177927929,2442977.038,0,0.365874747,0,8.705471349,1.094509315,0.274293591,1.688490696,0.120888158,0.034458994,1.3,3.195207189,3.1,2.000040382,8.000021228,0.083046175,0.118194349,0.096829773,4.599285054
17031060400,9.653163014,66.59607,0.608756013,30,6816.377557,329.0732193,0.72038035,0.254688831,0.05290517,110396.1275,0,0.29591585,0,7.23833046,0.541114497,0.168506835,1.550998948,0.180297398,0.042167067,0.7,5.667412379,0.9,1.700059976,8.100006632,0.022082019,0.231335436,0.029442692,3.10010328
17031060500,9.623745753,66.71982,0.595467816,30,6508.647906,109.6740189,0.720377224,0.255934028,0.002724563,0.003693135,0,0.075735698,0,6.483495357,0.269249277,0.301369863,3.464947623,0.254786451,0.241740532,15.8,1.381692573,14.6,6.699701313,8.899971546,0.188557615,0.195004029,0.276390008,2.400186192
17031060800,9.57492137,66.97464,0.945954015,30,6021.56,2074.164917,0.710248596,0.260547858,0,0,0,0.002336863,0,4.143041088,0.027746884,0.311166635,3.949142747,0.261884669,0.076686527,0.7,3.161478599,1.5,2.600008683,7.900041736,0.153920247,0.053168946,0.146838362,3.000258874
17031060900,9.590658356,66.89308,1.004932444,30,6166.477566,1636.803378,0.710249487,0.254688806,0,0,0,0.025889302,0,4.446043975,0.151253705,0.214592275,5.704001108,0.299749687,0.064793022,2.2,5.882352941,4,2.999816381,8.200009142,0.077114772,0.0718538,0.124601966,3.500250198
17031061000,9.615704384,66.79591,1.018287203,30,6438.968869,127.64102,0.730257692,0.254688807,0,0.00111329,0,0.08280462,0,4.884251873,0.116505545,0.32369689,0.744634253,0.226919758,0.143232589,8.6,2.823920266,7.5,1.400018919,8.400002159,0.0586947,0.063512922,0.060446781,5.300110538
17031061100,9.624491233,66.71046,0.713557723,30,6548.026544,33.02571818,0.740376773,0.254688823,0,0.006195964,0,0.14425154,0,5.362457211,0.16311521,0.209435311,6.218727663,0.252454418,0.042172981,0.7,0.732302685,1,1.200070434,7.90005558,0.039313796,0.059328091,0.0192995,5.799795708
17031061200,9.640473151,66.70623,0.61098335,30,6811.6379,40.75172631,0.720369692,0.25468881,0.003130464,0.011295991,0,0.115325464,0,6.048406062,0.226040841,0.234844869,3.579952267,0.161997564,0.055369928,4.2,0.967741935,3.3,1.500261877,8.300006627,0.045823389,0.1575179,0.058711217,1.700337558
17031061500,9.659547123,66.62898,0.61773229,30,6824.555013,33.96380234,0.730368541,0.254688754,0.00289554,531581.7309,0,0.122149691,0,6.703695389,0.144900863,0.20195122,3.317073171,0.165739711,0.067804878,0.5,2.296710118,1.9,1.599984735,8.299998756,0.021463415,0.09902439,0.050243902,4.099762937
17031061800,9.605105205,66.80192,1.020204929,30,6204.57,576.256864,0.720243913,0.254688799,0,0,0,0.022284616,0,4.859786285,0.055818818,0.321072797,9.272030651,0.425876011,0.133389975,0.4,9.053497942,2.8,2.300249289,8.599847377,0.065900383,0.085057471,0.043678161,1.900680644
17031061901,9.620222466,66.80968,1.045315784,30,6220.517735,1083.663236,0.740276667,0.254688774,0,0,0,0.036613457,0,4.88277569,0.044035898,0.333333333,2.120669056,0.447204969,0.181003584,1.8,5,4.3,2.70346204,8.300125602,0.112007168,0.068996416,0.159498208,5.501384658
17031061902,9.594603288,66.93881,1.049022205,30,5842.657293,2371.0064,0.750225045,0.254688798,0,0,0,0.018531388,0,4.675926211,0.018040074,0.237369687,9.302325581,0.263358779,0.090016038,0.9,7.959770115,5,3.99591898,8.299995621,0.080192462,0.0659583,0.154771451,6.496934479
