FIPS_Num,PM25,OZONE,DSLPM,CANCER,RSEI_AIR,PTRAF,HI,EBLL,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,CHD,Asthma,Disability,YoungAge,OldAge,LBW,Freight,TRI,RMP,Psites,Waste,PWDis,CF
17031050600,9.685010137,66.52936,0.609211517,30,7511.846479,150.2862568,0.740388194,0.4,0.154121864,0.014784946,0.19287576,0.109767025,0,0.039365079,0,2,8.2,0.0609319,0.163978495,0.079301075,6.1903077,0.192642169,0.26092888,0,0.225474298,0,11.08388834,1.06349045
17031050700,9.701515068,66.44834,0.616716722,30,8102.415303,30.75445714,0.770387817,0.4,0.144917582,0.073489011,0.137108793,0.139423077,0.003659652,0.051233397,0,2,8.2,0.052197802,0.178571429,0.070054945,6.1903077,0.095371356,0.025269309,0,0.038337148,0,11.18712597,0.295586811
17031050800,9.721832877,66.43154,0.618978051,30,8885.470219,47.60103264,0.76037898,0.4,0.38769671,0.010729614,0.16374269,0.169527897,0.035591274,0.039952996,0.021442495,2.2,8.2,0.039341917,0.30472103,0.040772532,6.1903077,0.028887605,0.015229993,0,0.01338012,0.003479266,13.75652201,0.115752722
17031050900,9.733921096,66.36354,0.620012369,30,9835.847961,338.3632725,0.780390312,0.4,0.26945245,0.028097983,0.136513158,0.115273775,0.047758285,0.010895884,0.011513158,2.5,8.6,0.053314121,0.206772334,0.118876081,6.1903077,0.003238195,0.044065333,0,0.027982479,0.018916689,19.51115669,0.077527537
17031051000,9.758296986,66.26423,0.621517011,30,10625.6,460.2660202,0.830381308,0.4,0.278851787,0.010544815,0.068245125,0.057996485,0.021189894,0.022461815,0.005571031,1.9,8.3,0.024604569,0.261277094,0.053895723,6.1903077,0.003370168,0.147697528,0,0.071857622,0.057501304,27.61632189,0.299333439
17031051100,9.741513699,66.30843,0.621359673,30,9353.829606,118.1082457,0.7803897,0.4,0.326509186,0.027296588,0.155433287,0.100262467,0.034018987,0.030560272,0.01650619,2,8.6,0.018897638,0.313910761,0.035170604,6.1903077,0.028831907,0.039557708,0,0.03078811,0.019544042,18.61305543,0.135667844
17031051200,9.729527123,66.39408,0.62490587,30,8525.26,100.1228045,0.770380319,0.4,0.26713198,0.040052528,0.142857143,0.090969456,0.012184508,0.050295858,0,1.7,8.2,0.045305318,0.197335025,0.05393401,6.1903077,0.095474227,0.023861398,0,0.031908914,0.002616588,14.66953377,0.139983493
17031051300,9.752115616,66.371,0.631278118,30,9305.861461,66.0833984,0.810361492,0.4,0.336041599,0.002924927,0.105410448,0.085472863,0.014256619,0.054545455,0.012126866,1.8,8,0.042248944,0.329866753,0.026324342,6.1903077,0.185438227,0.28692413,0,0.191170147,0.022530117,23.62650418,0.16691733
17031051400,9.763788767,66.30511,0.632340391,30,15134.29358,83.9777599,0.780393774,0.4,0.381065089,0.060941828,0.128279883,0.145167653,0.037856727,0.046332046,0.041788144,2.4,8.5,0.050257222,0.259171598,0.036291913,6.1903077,0.062426386,0.496568243,0,0.347954044,0.121779776,45.27705966,0.75247204
17031060100,9.613393425,66.70209,0.551158791,20,6583.77114,277.2448496,0.720354915,0.2,0.252045312,0.023285085,0.236449332,0.088105727,0.022261799,0.018307768,0.056559309,2,8.4,0.030522341,0.249213342,0.08558842,6.8852459,0.051832088,0.035874301,0,0.123812172,0,7.474967747,0.390324455
17031060200,9.635249589,66.65332,0.554136777,20,6801.213672,337.7569977,0.720379717,0.2,0.267815557,0.040521658,0.277192982,0.104331626,0.014326648,0.041927409,0.027192982,2.4,8.7,0.065673032,0.134606428,0.07079646,6.8852459,0.176200948,0.115141559,0,0.128758839,0,8.852790551,1.053830417
17031060300,9.663892329,66.61113,0.609034529,30,7276.104665,377.064083,0.720392291,0.2,0.252392769,0.00921659,0.141405588,0.101736973,0.007038949,0.026893524,0.014394581,1.9,8.2,0.090038993,0.167671039,0.093229351,6.8852459,0.177927929,0.209897668,0,0.365874747,0,8.705471349,1.094509315
17031060400,9.653163014,66.59607,0.608756013,30,6816.377557,329.0732193,0.72038035,0.2,0.196694663,0.015442969,0.135151891,0.051591658,0.00764526,0.040503343,0.006199628,1.6,8.3,0.022216202,0.234624763,0.025196424,6.8852459,0.05290517,0.064379199,0,0.29591585,0,7.23833046,0.541114497
17031060500,9.623745753,66.71982,0.595467816,30,6508.647906,109.6740189,0.720377224,0.2,0.27039627,0.028749029,0.276258993,0.353535354,0.154786151,0.040662651,0.217266187,6.5,9,0.174825175,0.174825175,0.261072261,6.8852459,0.002724563,0.003693135,0,0.075735698,0,6.483495357,0.269249277
17031060800,9.57492137,66.97464,0.945954015,30,6021.56,2074.164917,0.710248596,0.2,0.356833991,0.052641474,0.234574764,0.153412296,0.012957998,0.030179641,0.029182879,2.5,8.1,0.155292348,0.059973679,0.130663659,6.8852459,0,0,0,0.002336863,0,4.143041088,0.027746884
17031060900,9.590658356,66.89308,1.004932444,30,6166.477566,1636.803378,0.710249487,0.2,0.226847184,0.060636612,0.294890511,0.124153824,0.018667132,0.071696697,0.062356621,2.9,8.4,0.100965001,0.062509002,0.160017284,6.8852459,0,0,0,0.025889302,0,4.446043975,0.151253705
17031061000,9.615704384,66.79591,1.018287203,30,6438.968869,127.64102,0.730257692,0.2,0.320137694,0.0116179,0.217312894,0.231067126,0.077149588,0.037056644,0.017132552,1.3,8.6,0.037865749,0.071428571,0.046041308,6.8852459,0,0.00111329,0,0.08280462,0,4.884251873,0.116505545
17031061100,9.624491233,66.71046,0.713557723,30,6548.026544,33.02571818,0.740376773,0.2,0.228412256,0.071030641,0.20441989,0.148328691,0,0.007234727,0.017955801,1.1,8.1,0.056406685,0.08356546,0.004874652,6.8852459,0,0.006195964,0,0.14425154,0,5.362457211,0.16311521
17031061200,9.640473151,66.70623,0.61098335,30,6811.6379,40.75172631,0.720369692,0.2,0.2417154,0.032651072,0.235903337,0.163255361,0.046755059,0.010953608,0.006904488,1.4,8.5,0.040448343,0.12962963,0.076023392,6.8852459,0.003130464,0.011295991,0,0.115325464,0,6.048406062,0.226040841
17031061500,9.659547123,66.62898,0.61773229,30,6824.555013,33.96380234,0.730368541,0.2,0.191300049,0.028175976,0.213646532,0.132970835,0.004810997,0.01603592,0.015659955,1.5,8.5,0.023232823,0.101828967,0.061295106,6.8852459,0.00289554,0.041904301,0,0.122149691,0,6.703695389,0.144900863
17031061800,9.605105205,66.80192,1.020204929,30,6204.57,576.256864,0.720243913,0.2,0.310631229,0.09551495,0.429931973,0.22,0,0.08871851,0.017687075,2.1,8.8,0.093023256,0.059800664,0.058139535,6.8852459,0,0,0,0.022284616,0,4.859786285,0.055818818
17031061901,9.620222466,66.80968,1.045315784,30,6220.517735,1083.663236,0.740276667,0.2,0.30992323,0.02104066,0.419205553,0.243104919,0.016494179,0.039914163,0.019282684,2.5,8.4,0.168325277,0.065965311,0.174580608,6.8852459,0,0,0,0.036613457,0,4.88277569,0.044035898
17031061902,9.594603288,66.93881,1.049022205,30,5842.657293,2371.0064,0.750225045,0.2,0.274807614,0.080801944,0.307956104,0.157756177,0.011651469,0.049545588,0.031550069,3.8,8.4,0.066423653,0.076954232,0.163629,6.8852459,0,0,0,0.018531388,0,4.675926211,0.018040074
17031062000,9.632646575,66.75542,1.043261814,30,6236.98462,187.1006453,0.750244937,0.2,0.224567474,0.01799308,0.297445255,0.137370242,0,0.013546798,0.004257908,1.4,8.1,0.035986159,0.084083045,0.028373702,6.8852459,0,0.001224656,0,0.120596918,0,5.26794008,0.158843601
17031062100,9.644520822,66.75236,1.044004124,30,6448.464278,138.1724113,0.750252879,0.2,0.22709819,0.057512383,0.240915879,0.165935272,0.007495069,0.03518874,0.009457442,1.7,8.6,0.059713814,0.053757543,0.056226001,6.8852459,0,0.022060373,0,0.247701099,0,5.83672159,0.31807693
17031062200,9.660480548,66.57656,0.857186673,30,6640.977982,73.21096502,0.750266208,0.2,0.235406091,0.024428934,0.09811617,0.086294416,0.01804878,0.043863536,0.01177394,1.2,8.4,0.023477157,0.219860406,0.021890863,6.8852459,0.000878845,0.093099436,0,0.223697567,0,6.674186491,0.234311036
