Asthma,CHD,Disability,LBW,OldAge,YoungAge,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,OZONE,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.3338,0.6056,0.5777,0.4703,0.7927,0.4602,0.7092,0.2566,0.0607,0.5676,0.0973,0.7863,0.0,0.0025,0.0,0.7497,0.0,0.7901,0.8875,0.2174,0.6903,0.2819,0.4197,0.1011,0.6131,0.7446,0.1972,0.54005,0.41295,0.34711428571428576,0.40816250000000004,0.47650000000000003,0.3878130952380953,0.18479293988095244
0.426,0.6789,0.646,0.4033,0.5247,0.378,0.5967,0.1568,0.268,0.3616,0.5436,0.6599,0.0,0.0051,0.0,0.6384,0.0,0.2604,0.2769,0.2174,0.6802,0.1846,0.4716,0.1125,0.5676,0.8306,0.2023,0.5094833333333334,0.4311,0.16868571428571427,0.40835000000000005,0.47029166666666666,0.3284619047619048,0.15447289662698413
0.3009,0.5575,0.426,0.1858,0.7497,0.397,0.3085,0.0632,0.0695,0.3312,0.1214,0.7004,0.0,0.0076,0.0,0.0645,0.0,0.0,0.4298,0.2174,0.7813,0.0531,0.5209,0.1365,0.5967,0.9229,0.2086,0.43615000000000004,0.2657,0.0717,0.4296750000000001,0.35092500000000004,0.31035000000000007,0.10890957375000004
0.3957,0.7105,0.3123,0.1214,0.9001,0.4753,0.5335,0.4539,0.0746,0.3489,0.2301,0.6713,0.1795,0.0442,0.0,0.0,0.0,0.0,0.1302,0.2174,0.7838,0.0088,0.5942,0.129,0.6195,0.9355,0.2073,0.4858833333333333,0.38538333333333336,0.050557142857142856,0.4369375,0.4356333333333333,0.3081440476190476,0.13423781861111111
0.3603,0.6612,0.3287,0.311,0.665,0.5512,0.3072,0.2655,0.1593,0.5044,0.3034,0.7231,0.1365,0.0063,0.0,0.0607,0.0,0.0,0.3641,0.2174,0.6941,0.1201,0.5461,0.1163,0.3211,0.8913,0.2035,0.4795666666666667,0.37715000000000004,0.08108571428571429,0.38873750000000007,0.4283583333333334,0.28618690476190484,0.12259054554563498
0.4286,0.5841,0.3173,0.2996,0.8584,0.3603,0.6485,0.5676,0.2503,0.464,0.4058,0.7939,0.0,0.0038,0.0,0.3906,0.0,0.3932,0.4589,0.2174,0.6979,0.1441,0.5247,0.11,0.5424,0.8205,0.1997,0.4747166666666667,0.5216833333333333,0.1780714285714286,0.40708750000000005,0.4982,0.3307488095238096,0.16477905690476194
0.5209,0.6751,0.3034,0.3704,0.4121,0.5221,0.9937,0.4968,0.7016,0.6523,0.7623,0.8306,0.1403,0.091,0.0,0.0708,0.0,0.4526,0.1669,0.2174,0.5095,0.1568,0.5689,0.115,0.6928,0.8116,0.2048,0.4673333333333334,0.73955,0.13165714285714286,0.40959999999999996,0.6034416666666667,0.31695238095238093,0.191262273015873
0.3654,0.5967,0.2579,0.2478,0.5613,0.3515,0.6839,0.1808,0.2655,0.2756,0.354,0.732,0.2023,0.0,0.0,0.4248,0.0,0.6296,0.6346,0.2174,0.7332,0.2225,0.464,0.1049,0.3085,0.6903,0.1985,0.3967666666666667,0.41529999999999995,0.2701857142857143,0.36741250000000003,0.40603333333333336,0.33500357142857146,0.1360226167857143
0.33,0.531,0.3262,0.689,0.4223,0.6157,0.6157,0.1365,0.1884,0.6334,0.0822,0.7535,0.1416,0.0088,0.0,0.115,0.0,0.225,0.0721,0.2174,0.7307,0.3527,0.4147,0.0999,0.1606,0.5904,0.196,0.48569999999999997,0.4016166666666667,0.08035714285714286,0.3453000000000001,0.4436583333333333,0.2569857142857144,0.11401385369047623
0.4159,0.6271,0.3489,0.5563,0.531,0.4728,0.6334,0.574,0.5866,0.4033,0.1808,0.7838,0.5145,0.0847,0.0,0.158,0.0,0.8205,0.7611,0.2174,0.5917,0.177,0.5398,0.1353,0.2845,0.7067,0.2187,0.492,0.5269833333333334,0.3341142857142857,0.3588875,0.5094916666666667,0.35062976190476186,0.17864294177579362
0.3919,0.5284,0.3439,0.7775,0.6435,0.5209,0.8761,0.6827,0.2491,0.9292,0.3413,0.8799,0.5676,0.2845,0.0,0.134,0.0,0.6764,0.7004,0.2174,0.7636,0.555,0.3502,0.7889,0.7282,0.6991,0.5461,0.53435,0.6597166666666666,0.3375571428571429,0.5810624999999999,0.5970333333333333,0.4998940476190476,0.29845340956349203
0.4008,0.4324,0.22,0.5879,0.2984,0.732,0.9368,0.622,0.5613,0.7914,0.5221,0.8268,0.3818,0.1871,0.0,0.0784,0.0,0.4956,0.6953,0.2174,0.7219,0.4716,0.3666,0.7054,0.4197,0.6561,0.536,0.44525,0.7100666666666666,0.2626,0.5118375,0.5776583333333333,0.4287583333333333,0.24767582423611106
0.4829,0.5689,0.3085,0.3944,0.5651,0.335,0.8571,0.3793,0.5221,0.9343,0.2238,0.9532,0.0,0.0303,0.0,0.0,0.0,0.0,0.2377,0.2174,0.6751,0.4033,0.4109,0.2377,0.2743,0.5954,0.5348,0.44246666666666673,0.6449666666666666,0.03828571428571429,0.41861250000000005,0.5437166666666666,0.29183690476190477,0.15867658906746032
0.3641,0.5461,0.3565,0.6346,0.4526,0.507,0.7585,0.4994,0.4463,0.5954,0.4172,0.8078,0.3123,0.0746,0.0,0.5917,0.0,0.4564,0.2731,0.2174,0.6738,0.2617,0.4703,0.1113,0.1214,0.5841,0.5335,0.47681666666666667,0.5874333333333334,0.2440142857142857,0.3716875,0.532125,0.3291297619047619,0.17513817455357142
0.4804,0.5499,0.3009,0.3451,0.3654,0.7092,0.8534,0.7826,0.4248,0.9418,0.3767,0.8824,0.0,0.0506,0.0,0.1694,0.0,0.0,0.0,0.2174,0.6713,0.3363,0.4437,0.1176,0.2617,0.5651,0.5373,0.45848333333333335,0.7102833333333334,0.03142857142857143,0.39380000000000004,0.5843833333333334,0.27300952380952387,0.1595422155555556
0.335,0.3477,0.4918,0.4728,0.378,0.4678,0.8559,0.7472,0.292,0.957,0.7067,0.9798,0.3704,0.0784,0.0,0.5575,0.909,0.5284,0.4981,0.2174,0.5866,0.3021,0.5171,0.1922,0.0809,0.6081,0.5386,0.4155166666666667,0.7564333333333334,0.42025714285714283,0.380375,0.585975,0.39366904761904764,0.23068022017857145
0.4046,0.5095,0.6827,0.3578,0.5006,0.8432,0.775,0.6877,0.4223,0.78,0.4374,0.823,0.1972,0.0708,0.0,0.1429,0.0,0.3692,0.3843,0.2174,0.5107,0.3287,0.488,0.1985,0.4071,0.5815,0.5436,0.5497333333333333,0.6542333333333333,0.16634285714285715,0.40943750000000007,0.6019833333333333,0.32840595238095244,0.1976949099007937
0.5474,0.4425,0.5373,0.4425,0.2845,0.9393,0.7737,0.6776,0.3995,0.9052,0.2314,0.9128,0.0,0.115,0.0,0.0,0.0,0.0,0.1631,0.2174,0.67,0.3767,0.4374,0.2718,0.2174,0.603,0.5398,0.53225,0.6500333333333334,0.03972857142857143,0.41668750000000004,0.5911416666666667,0.2910345238095238,0.1720426334623016
0.603,0.5487,0.3831,0.4753,0.5057,0.7851,0.9418,0.7636,0.7472,0.9962,0.287,0.9659,0.1896,0.1176,0.0,0.0999,0.0,0.2807,0.2756,0.2174,0.4526,0.3211,0.4602,0.2743,0.5841,0.6119,0.5424,0.55015,0.7836166666666666,0.13762857142857143,0.43299999999999994,0.6668833333333333,0.3345428571428571,0.22310105571428565
0.5057,0.488,0.5626,0.641,0.3489,0.6738,0.9241,0.7724,0.5815,0.8786,0.3919,0.8887,0.3856,0.2478,0.0,0.1896,0.0,0.5196,0.7269,0.2174,0.5853,0.4602,0.4185,0.5234,0.4387,0.7345,0.5411,0.5366666666666667,0.7395333333333335,0.29564285714285715,0.48988750000000003,0.6381000000000001,0.4251392857142857,0.2712813782142858
0.3729,0.6131,0.5436,0.177,0.7674,0.6877,0.9039,0.2592,0.4109,0.8824,0.2174,0.9595,0.5664,0.2731,0.0,0.2427,0.0,0.6814,0.7497,0.2174,0.6675,0.4501,0.3932,0.6346,0.7257,0.7788,0.5474,0.5269499999999999,0.60555,0.35904285714285716,0.5518375,0.5662499999999999,0.48757261904761906,0.2760879955357143
0.3666,0.3236,0.4893,0.7408,0.7042,0.6852,0.9064,0.555,0.3401,0.9115,0.2048,0.8534,0.708,0.2592,0.6245,0.6005,0.0,0.9014,0.9456,0.2174,0.445,0.3692,0.4539,0.3515,0.6953,0.8887,0.5499,0.5516166666666668,0.6285333333333334,0.5770285714285713,0.49636250000000004,0.5900750000000001,0.5232511904761905,0.3087574462202382
0.4033,0.2946,0.3704,0.5929,0.1808,0.9886,0.8154,0.8331,0.6839,0.8432,0.0594,0.9039,0.7155,0.2377,0.8736,0.8774,0.0,0.9229,0.9595,0.2174,0.464,0.3932,0.4728,0.3325,0.4539,0.8685,0.5449,0.47176666666666667,0.6898166666666666,0.6552285714285715,0.46840000000000004,0.5807916666666666,0.5306761904761905,0.3082123091269841
0.5777,0.3489,0.4943,0.6561,0.0986,0.9709,0.9621,0.6334,0.6726,0.9772,0.3704,0.9848,0.6865,0.1163,0.8483,0.7067,0.0,0.7257,0.8508,0.2174,0.3755,0.3489,0.5145,0.2908,0.1783,0.665,0.5512,0.5244166666666666,0.76675,0.5620428571428572,0.3927,0.6455833333333334,0.4491476190476191,0.2899622170634921
0.4273,0.3628,0.6574,0.5209,0.7547,0.8306,0.8369,0.6207,0.2592,0.9532,0.0076,0.9456,0.6966,0.0822,0.0,0.1024,0.981,0.8698,0.7914,0.2174,0.3742,0.225,0.5929,0.2579,0.3198,0.6448,0.5487,0.5922833333333334,0.6038666666666667,0.5033428571428572,0.3975875,0.598075,0.4328392857142857,0.25887035580357143
0.4526,0.3439,0.6018,0.4766,0.4248,0.7016,0.8799,0.6043,0.1391,0.9659,0.4008,0.952,0.6574,0.0733,0.5853,0.1011,0.9039,0.933,0.9254,0.2174,0.4513,0.3249,0.5436,0.2528,0.5284,0.6296,0.555,0.5002166666666666,0.6569999999999999,0.5970571428571428,0.437875,0.5786083333333333,0.4909357142857143,0.28405949541666664
0.22,0.3692,0.5575,0.5057,0.6511,0.6789,0.4564,0.4614,0.3148,0.7598,0.2124,0.8597,0.7813,0.3287,0.0,0.4121,0.0,0.8622,0.9216,0.2174,0.7269,0.579,0.3489,0.8015,0.0847,0.6966,0.665,0.4970666666666667,0.51075,0.4722714285714286,0.515,0.5039083333333334,0.5007571428571429,0.2523356972619048
0.4817,0.4298,0.5879,0.3742,0.7509,0.3072,0.9166,0.7358,0.4652,0.8458,0.1353,0.9355,0.8508,0.2996,0.0,0.3047,0.0,0.9608,0.9747,0.2174,0.7623,0.5348,0.3729,0.6814,0.2364,0.7737,0.67,0.4886166666666667,0.6723666666666667,0.4843714285714285,0.5311125,0.5804916666666666,0.5155321428571428,0.2992621128273809
0.4602,0.3818,0.3957,0.4109,0.1681,0.469,0.9317,0.4298,0.5537,0.7509,0.3009,0.8925,0.5259,0.3034,0.0,0.3186,0.0,0.7181,0.8597,0.2174,0.4501,0.5638,0.3957,0.4627,0.6839,0.8104,0.6688,0.38094999999999996,0.64325,0.3893857142857143,0.5316,0.5121,0.48419523809523807,0.2479563814285714
0.5601,0.4602,0.3274,0.4564,0.555,0.799,0.952,0.4943,0.5272,0.8812,0.4817,0.8622,0.5651,0.2832,0.0,0.4564,0.0,0.7092,0.8938,0.2174,0.4614,0.4197,0.426,0.3831,0.0518,0.8508,0.6662,0.52635,0.6997666666666666,0.4153857142857143,0.43455,0.6130583333333333,0.42816190476190474,0.2624882237301587
0.3755,0.2592,0.5449,0.3186,0.1492,0.7788,0.7724,0.5499,0.5284,0.9532,0.244,0.9052,0.5487,0.3009,0.0,0.4488,0.0,0.6802,0.847,0.2174,0.4627,0.4981,0.3995,0.3919,0.4033,0.799,0.6675,0.4043666666666667,0.65885,0.4036571428571429,0.47992499999999993,0.5316083333333333,0.45450238095238094,0.24161725323412697
0.2162,0.2276,0.2099,0.4286,0.2276,0.2996,0.6296,0.1972,0.024,0.4678,0.0442,0.6043,0.5879,0.7851,0.8445,0.6308,0.0,0.9583,0.9292,0.2174,0.7788,0.7446,0.2238,0.7509,0.8976,0.6839,0.5133,0.26825000000000004,0.32785,0.6765428571428572,0.6012875000000001,0.29805000000000004,0.6263726190476192,0.18669035910714293
0.4197,0.5259,0.2516,0.3856,0.3439,0.8938,0.9671,0.756,0.8268,0.8559,0.3363,0.7332,0.6296,0.3995,0.7484,0.5133,0.0,0.8887,0.866,0.2174,0.7408,0.6056,0.3161,0.8091,0.5853,0.6498,0.5234,0.47008333333333335,0.7458833333333333,0.5779285714285713,0.5559375,0.6079833333333333,0.5632678571428571,0.3424574693452381
0.5449,0.4678,0.5335,0.359,0.3881,0.0936,0.7332,0.5449,0.713,0.7636,0.4665,0.8534,0.2731,0.4728,0.8925,0.1947,0.0,0.7332,0.5727,0.2174,0.7699,0.6637,0.287,0.8066,0.7269,0.6321,0.5221,0.3978166666666667,0.6790999999999999,0.44842857142857145,0.5782125,0.5384583333333333,0.5349511904761904,0.288048926438492
0.4867,0.4867,0.2491,0.4172,0.1125,0.5487,0.9254,0.2794,0.6574,0.7269,0.1454,0.8116,0.2996,0.4576,0.7939,0.1327,0.0,0.7522,0.6296,0.2174,0.7497,0.6587,0.3009,0.799,0.2225,0.6397,0.5196,0.3834833333333334,0.5910166666666666,0.43794285714285713,0.5134375,0.48725,0.48827261904761904,0.2379108336309524
0.2225,0.2554,0.1858,0.0759,0.2579,0.3831,0.6637,0.1024,0.1125,0.6056,0.4425,0.7788,0.4185,0.6131,0.7282,0.1884,0.0,0.799,0.5032,0.2174,0.7484,0.6688,0.2668,0.7952,0.952,0.622,0.5171,0.23009999999999997,0.45091666666666663,0.4643428571428571,0.5984625,0.3405083333333333,0.5537559523809524,0.1885585164186508
0.2301,0.2225,0.2453,0.5487,0.1024,0.5322,0.5942,0.1934,0.2073,0.5284,0.2668,0.713,0.3173,0.579,0.6865,0.1669,0.0,0.531,0.2453,0.2174,0.737,0.646,0.2895,0.7901,0.2579,0.6245,0.5209,0.31353333333333333,0.4171833333333333,0.3608571428571428,0.5104125,0.36535833333333334,0.46056071428571427,0.16826969497023808
0.2465,0.2364,0.4981,0.1353,0.2604,0.4539,0.7016,0.5006,0.3236,0.3616,0.3236,0.6839,0.7143,0.6915,0.6422,0.2377,0.0,0.6523,0.6776,0.2174,0.7282,0.7042,0.2503,0.7535,0.9924,0.6738,0.5183,0.3051,0.4824833333333333,0.5165142857142857,0.6047625,0.39379166666666665,0.5753464285714286,0.22656662901785715
0.1188,0.1555,0.177,0.2731,0.0531,0.4412,0.9343,0.5765,0.2516,0.6207,0.5954,0.6979,0.4501,0.7535,0.6802,0.1783,0.0,0.6574,0.5019,0.2174,0.8129,0.7244,0.2427,0.7168,0.9848,0.7724,0.5158,0.20311666666666664,0.6127333333333334,0.4602,0.6234,0.407925,0.569,0.23210932499999998
0.115,0.1795,0.5259,0.158,0.4539,0.196,0.3236,0.2478,0.1075,0.3097,0.5967,0.6233,0.6713,0.8078,0.9229,0.756,0.0,0.9735,0.89,0.2174,0.8243,0.7181,0.2314,0.7118,0.9102,0.9709,0.512,0.27138333333333337,0.36810000000000004,0.7173571428571429,0.6370125,0.3197416666666667,0.6637940476190476,0.212242615109127
0.1681,0.1327,0.1163,0.3894,0.2794,0.1922,0.1365,0.1719,0.0202,0.2592,0.1087,0.5891,0.493,0.6852,0.6308,0.2845,0.0,0.6106,0.488,0.2174,0.7775,0.6738,0.2579,0.7105,0.9279,0.6157,0.4248,0.21301666666666666,0.2142666666666667,0.45601428571428565,0.5756875,0.21364166666666667,0.5357964285714286,0.11446844199404763
0.0367,0.1504,0.048,0.1757,0.7257,0.1858,0.1403,0.3919,0.3603,0.2402,0.1972,0.5727,0.3477,0.6587,0.0,0.3628,0.0,0.4134,0.2516,0.2174,0.7155,0.665,0.2718,0.7067,0.847,0.6068,0.4235,0.22038333333333335,0.3171,0.29059999999999997,0.5567124999999999,0.26874166666666666,0.4680083333333333,0.1257733395138889
0.1327,0.0973,0.3995,0.3679,0.5664,0.0721,0.2705,0.287,0.2794,0.2124,0.2743,0.5575,0.2516,0.6068,0.0,0.5891,0.0,0.2617,0.11,0.2174,0.7054,0.6296,0.2882,0.7257,0.732,0.6169,0.4223,0.27265,0.31351666666666667,0.25988571428571433,0.5421875,0.29308333333333336,0.44808690476190477,0.13132680367063493
0.1542,0.1542,0.0506,0.0619,0.2996,0.2086,0.1795,0.1757,0.2061,0.1429,0.0354,0.5044,0.1542,0.4766,0.0,0.225,0.0,0.2668,0.1403,0.2174,0.5841,0.5967,0.3173,0.665,0.5904,0.6435,0.4159,0.15485,0.2073333333333333,0.18041428571428572,0.5037875,0.18109166666666665,0.3959964285714286,0.07171165324404762
0.3198,0.1783,0.1277,0.4374,0.4033,0.2743,0.311,0.378,0.5107,0.1858,0.3287,0.5727,0.1858,0.531,0.5563,0.3679,0.0,0.3135,0.0973,0.2174,0.6587,0.6094,0.2971,0.7737,0.1277,0.6258,0.426,0.29013333333333335,0.38115000000000004,0.2931142857142857,0.46697500000000003,0.3356416666666667,0.4090214285714286,0.13728463398809526
0.0556,0.1631,0.3641,0.5133,0.1062,0.3439,0.6068,0.5904,0.4096,0.6435,0.3906,0.7396,0.3717,0.4185,0.0,0.2541,0.0,0.6384,0.7459,0.2174,0.7206,0.5449,0.3312,0.6764,0.5436,0.6877,0.4058,0.2577,0.5634166666666668,0.34694285714285716,0.51595,0.41055833333333336,0.45961428571428575,0.18869847511904764
0.3616,0.2162,0.091,0.2491,0.0619,0.3679,0.8116,0.4235,0.4943,0.5588,0.3072,0.8281,0.6005,0.4437,0.641,0.1909,0.0,0.9317,0.8951,0.2174,0.7434,0.5714,0.3375,0.7851,0.268,0.6523,0.4324,0.22461666666666666,0.5705833333333333,0.5289857142857144,0.5009374999999999,0.3976,0.5102869047619047,0.20289007333333334
0.5613,0.4526,0.1201,0.6574,0.4703,0.2592,0.6903,0.6359,0.2288,0.6776,0.2276,0.8698,0.5171,0.3729,0.0,0.6195,0.0,0.8104,0.7585,0.2174,0.4387,0.5272,0.378,0.3856,0.1024,0.7421,0.4273,0.42015,0.555,0.4397714285714286,0.4023375,0.48757500000000004,0.41481547619047615,0.20225365580357144
0.2718,0.2541,0.2882,0.2693,0.177,0.8116,0.4678,0.5424,0.3767,0.6561,0.2149,0.8066,0.4968,0.3957,0.0,0.5158,0.0,0.5676,0.818,0.2174,0.4475,0.4943,0.3515,0.4779,0.5588,0.7206,0.4298,0.3453333333333333,0.51075,0.39912857142857144,0.462225,0.42804166666666665,0.44119285714285716,0.18884892589285715
0.4463,0.1896,0.4336,0.4855,0.0518,0.1732,0.8496,0.4602,0.3072,0.6346,0.3603,0.6587,0.2655,0.4223,0.0,0.3932,0.0,0.5702,0.3363,0.2174,0.4437,0.5297,0.3477,0.4463,0.1315,0.7168,0.4172,0.2966666666666667,0.5451,0.2839285714285714,0.4062875,0.4208833333333334,0.36550119047619045,0.15383335938492065
0.3565,0.2756,0.3426,0.4412,0.6877,0.1504,0.5891,0.4324,0.555,0.4033,0.4109,0.6625,0.3262,0.4526,0.0,0.5967,0.0,0.4286,0.3388,0.2174,0.4286,0.5537,0.33,0.4968,0.2996,0.6549,0.4121,0.37566666666666665,0.5088666666666667,0.3061285714285714,0.4241375,0.4422666666666667,0.3848011904761905,0.17018473984126986
0.1264,0.0733,0.0759,0.2364,0.1403,0.2238,0.2807,0.1239,0.402,0.2516,0.1719,0.4374,0.2946,0.5082,0.0,0.3944,0.0,0.2124,0.2693,0.2174,0.5638,0.5588,0.3224,0.555,0.4551,0.641,0.4071,0.14601666666666666,0.27791666666666665,0.23984285714285716,0.465075,0.21196666666666664,0.3899976190476191,0.08266649531746031
0.3515,0.1416,0.1239,0.2592,0.1593,0.2187,0.7421,0.4488,0.7421,0.4741,0.196,0.6764,0.3021,0.5461,0.0,0.2655,0.0,0.2389,0.4046,0.2174,0.574,0.6144,0.3059,0.5803,0.2807,0.6144,0.4134,0.20903333333333332,0.5465833333333334,0.2510285714285715,0.4500624999999999,0.37780833333333336,0.38371785714285717,0.14497180407738097
0.086,0.134,0.2845,0.0885,0.024,0.3767,0.4096,0.4779,0.1466,0.3072,0.1947,0.4855,0.33,0.6018,0.0,0.4071,0.0,0.4665,0.6802,0.2174,0.5613,0.6106,0.2933,0.5992,0.3489,0.598,0.4134,0.16561666666666666,0.3369166666666667,0.35508571428571434,0.4552624999999999,0.2512666666666667,0.4218702380952381,0.10600192849206351
0.3186,0.3173,0.1934,0.1643,0.6131,0.3856,0.488,0.5879,0.5638,0.4172,0.0,0.6422,0.3312,0.6675,0.0,0.3982,0.0,0.7118,0.6915,0.2174,0.6473,0.6195,0.2756,0.6271,0.8508,0.5727,0.4083,0.33205,0.4498499999999999,0.4000285714285714,0.5273374999999999,0.39094999999999996,0.4849011904761904,0.18957212041666663
0.1239,0.0708,0.0253,0.244,0.1188,0.5019,0.11,0.1075,0.1113,0.158,0.0809,0.3641,0.4298,0.7143,0.0,0.4374,0.0,0.8078,0.7042,0.2174,0.78,0.6119,0.2528,0.6498,0.9178,0.5575,0.4185,0.18078333333333332,0.1553,0.44192857142857145,0.5507125,0.16804166666666664,0.5144511904761905,0.08644923546626983
0.0291,0.0316,0.0354,0.0999,0.0152,0.4046,0.1618,0.0936,0.048,0.0607,0.1201,0.1302,0.5032,0.6536,0.0,0.775,0.0,0.7914,0.3793,0.2174,0.7092,0.6018,0.2845,0.6296,0.6448,0.5398,0.4109,0.10263333333333334,0.10239999999999999,0.4432142857142857,0.50475,0.10251666666666667,0.4842380952380953,0.049642475396825404
0.2402,0.1454,0.1997,0.2718,0.0822,0.6334,0.1947,0.0594,0.445,0.2516,0.115,0.4918,0.4223,0.4665,0.0,0.3085,0.0,0.2655,0.2326,0.2174,0.5234,0.5613,0.3287,0.5588,0.0076,0.6359,0.4008,0.26211666666666666,0.25958333333333333,0.2422,0.40423749999999997,0.26085,0.350225,0.09135619125000001
0.2832,0.1403,0.2566,0.4362,0.0847,0.2971,0.732,0.2781,0.2086,0.4753,0.3805,0.6346,0.4235,0.4349,0.0,0.4665,0.0,0.2503,0.2263,0.2174,0.3717,0.5006,0.3439,0.5335,0.2099,0.6776,0.4311,0.24968333333333328,0.45151666666666673,0.25735714285714284,0.41071250000000004,0.3506,0.3595940476190476,0.1260736730952381
0.3793,0.2048,0.0999,0.5752,0.1694,0.8066,0.842,0.3464,0.6599,0.4298,0.3338,0.8331,0.5019,0.4121,0.0,0.8357,0.0,0.5436,0.3666,0.2174,0.3856,0.5259,0.3616,0.4539,0.1239,0.7016,0.421,0.3725333333333333,0.5741666666666667,0.37998571428571426,0.39886249999999995,0.47335000000000005,0.39257023809523806,0.18582312220238095
0.5032,0.2149,0.4463,0.4488,0.0354,0.6245,0.7219,0.3742,0.6233,0.4678,0.6473,0.6144,0.378,0.3869,0.0,0.579,0.0,0.6675,0.3059,0.2174,0.378,0.5601,0.3717,0.3603,0.0114,0.756,0.4197,0.3788500000000001,0.5748166666666666,0.33104285714285714,0.384325,0.47683333333333333,0.36656428571428573,0.17479007023809526
0.3767,0.2617,0.603,0.7143,0.1378,0.3186,0.2984,0.6422,0.1871,0.6485,0.5638,0.6523,0.5196,0.3527,0.6169,0.6637,0.0,0.8559,0.6144,0.2174,0.4576,0.4766,0.3831,0.3641,0.0291,0.7598,0.4286,0.4020166666666667,0.49871666666666664,0.5176,0.3895375,0.4503666666666667,0.432225,0.19465973250000002
0.4968,0.2465,0.4033,0.2566,0.086,0.268,0.5601,0.5828,0.6852,0.4753,0.2857,0.5992,0.4336,0.4071,0.0,0.5664,0.0,0.2465,0.134,0.2174,0.4855,0.4425,0.3603,0.5348,0.6207,0.67,0.708,0.29286666666666666,0.5313833333333333,0.2553714285714285,0.5049,0.41212499999999996,0.42172380952380956,0.173802925
0.5765,0.2857,0.1972,0.7965,0.1138,0.5424,0.5196,0.3515,0.1846,0.7509,0.0847,0.7054,0.4855,0.3767,0.0,0.8104,0.0,0.5145,0.3072,0.2174,0.5221,0.4804,0.3818,0.4564,0.5777,0.713,0.7105,0.41868333333333335,0.43278333333333335,0.35632857142857144,0.5074125,0.42573333333333335,0.4570511904761905,0.19458192682539685
0.5171,0.3021,0.2263,0.182,0.292,0.7598,0.7762,0.7851,0.2908,0.9229,0.2579,0.8938,0.3616,0.3552,0.5866,0.5373,0.0,0.5563,0.3198,0.2174,0.3906,0.512,0.3919,0.3666,0.2326,0.7585,0.7143,0.37988333333333335,0.6544500000000001,0.38811428571428574,0.44798750000000004,0.5171666666666668,0.42802976190476194,0.22136272519841277
0.4185,0.3161,0.4652,0.5676,0.3515,0.6321,0.7029,0.5082,0.6081,0.7421,0.1707,0.8205,0.6435,0.2984,0.8066,0.7029,0.0,0.8382,0.6928,0.2174,0.4703,0.4513,0.421,0.3565,0.6359,0.7977,0.7092,0.45849999999999996,0.5920833333333334,0.5689142857142857,0.5074125,0.5252916666666667,0.5279130952380953,0.27730834965277784
0.646,0.713,0.5461,0.6005,0.4298,0.8369,0.7396,0.9292,0.8951,0.9595,0.4766,0.818,0.7383,0.2718,0.8015,0.5107,0.0,0.9039,0.8458,0.2174,0.4602,0.3729,0.4791,0.3388,0.7016,0.8736,0.713,0.6287166666666667,0.803,0.5817142857142857,0.519575,0.7158583333333334,0.5402880952380952,0.3867697353769841
0.6485,0.4652,0.5841,0.5373,0.0721,0.9823,0.981,0.78,0.6195,0.9166,0.7965,0.7788,0.7219,0.2528,0.9204,0.622,0.0,0.9633,0.9735,0.2174,0.4463,0.3679,0.5335,0.3413,0.4008,0.8824,0.7257,0.54825,0.8120666666666668,0.6362714285714287,0.48941250000000003,0.6801583333333334,0.5383654761904763,0.3661737650099207
0.6119,0.4842,0.5917,0.713,0.1606,0.8559,0.7965,0.9532,0.8255,0.8293,0.67,0.8483,0.732,0.2794,0.9292,0.5348,0.0,0.7636,0.8622,0.2174,0.4994,0.5044,0.4842,0.3477,0.4905,0.8154,0.7219,0.5695500000000001,0.8204666666666668,0.5858857142857142,0.5101125,0.6950083333333335,0.5353702380952381,0.3720867768948413
0.493,0.4248,0.6334,0.3831,0.3894,0.5676,0.4235,0.4589,0.4488,0.8925,0.4779,0.8445,0.5006,0.2958,0.6549,0.2668,0.0,0.5651,0.7118,0.2174,0.4298,0.426,0.4412,0.3717,0.1922,0.7775,0.7206,0.4818833333333334,0.5910166666666666,0.4278571428571429,0.44705,0.53645,0.44065238095238096,0.23638796976190476
0.574,0.2971,0.2238,0.421,0.2554,0.3173,0.8281,0.6182,0.6713,0.7345,0.4399,0.6296,0.4753,0.3249,0.555,0.6119,0.0,0.6182,0.7421,0.2174,0.3666,0.4893,0.4159,0.4665,0.3957,0.7522,0.7181,0.3481,0.6536000000000001,0.4753428571428571,0.4777125,0.50085,0.476922619047619,0.23886669375
0.737,0.6435,0.7484,0.5954,0.5019,0.5411,0.9406,0.4627,0.7434,0.78,0.5272,0.6308,0.4134,0.268,0.5474,0.2212,0.0,0.5588,0.6473,0.2174,0.4324,0.3704,0.5044,0.4109,0.0834,0.8003,0.7193,0.6278833333333333,0.6807833333333334,0.37944285714285714,0.4423125,0.6543333333333334,0.4213559523809524,0.2757072448412699
0.7826,0.6334,0.8078,0.7497,0.6271,0.7067,0.8104,0.9697,0.866,0.8976,0.7155,0.5664,0.4526,0.2541,0.7219,0.6346,0.0,0.5322,0.7522,0.2174,0.4399,0.3502,0.531,0.3755,0.2238,0.8255,0.7231,0.7178833333333333,0.8042666666666666,0.4782285714285714,0.4608,0.761075,0.4666095238095238,0.35512484333333333
