Asthma,CHD,Disability,LBW,OldAge,YoungAge,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,OZONE,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.9166,0.9558,0.8293,0.8129,0.1226,0.8281,0.1972,0.6625,0.9924,0.3527,0.976,0.0,0.4893,0.8609,0.6043,0.7813,0.0,0.5917,0.1656,0.2174,0.2212,0.5133,0.8217,0.1378,0.3755,0.3287,0.8761,0.7442166666666665,0.5301333333333332,0.4990142857142857,0.43646250000000003,0.6371749999999998,0.45731309523809527,0.2913884714583333
0.8837,0.8938,0.78,0.9595,0.8496,0.9292,0.3186,0.6473,0.818,0.7244,0.7206,0.1429,0.7649,0.4336,0.0,0.7459,0.0,0.4539,0.6245,0.2174,0.1909,0.5082,0.8546,0.1214,0.11,0.4425,0.871,0.8826333333333333,0.5619666666666667,0.43182857142857145,0.4145,0.7222999999999999,0.42027619047619047,0.3035654923809524
0.8521,0.8508,0.9241,0.9355,0.6814,0.3944,0.3565,0.354,0.3692,0.3932,0.7358,0.1631,0.4779,0.4943,0.6233,0.4437,0.0,0.6043,0.6839,0.2174,0.1922,0.4235,0.8635,0.1416,0.4968,0.5019,0.8698,0.77305,0.3953,0.4753428571428571,0.4633375,0.584175,0.46733928571428573,0.27300792723214284
0.804,0.7573,0.8142,0.8786,0.7952,0.6688,0.5247,0.7914,0.8748,0.4867,0.7636,0.1163,0.8534,0.493,0.9494,0.5815,0.0,0.7434,0.8104,0.2174,0.158,0.3628,0.885,0.1542,0.2288,0.6713,0.8635,0.7863500000000001,0.5929166666666666,0.6330142857142856,0.44262500000000005,0.6896333333333333,0.5060880952380953,0.3490152200793651
0.8432,0.8028,0.7914,0.9014,0.6485,0.7054,0.4172,0.8496,0.8243,0.536,0.8382,0.2276,0.5765,0.7952,0.5601,0.1416,0.0,0.2794,0.5613,0.2174,0.1593,0.4324,0.8913,0.153,0.3009,0.6308,0.8597,0.7821166666666667,0.6154833333333333,0.41630000000000006,0.4556,0.6988,0.44250000000000006,0.309219
0.8723,0.8496,0.8496,0.7573,0.9305,0.5107,0.7876,0.646,0.5676,0.6688,0.6814,0.2276,0.1618,0.847,0.0,0.1252,0.0,0.2491,0.1188,0.2174,0.2225,0.4842,0.8774,0.1466,0.4918,0.4968,0.8685,0.7949999999999999,0.5964999999999999,0.21455714285714284,0.47564999999999996,0.6957499999999999,0.3886190476190476,0.2703817023809523
0.8331,0.9064,0.6764,0.8319,0.8432,0.5563,0.4652,0.4855,0.8015,0.5638,0.8723,0.0,0.2288,0.8786,0.0,0.244,0.0,0.2592,0.1719,0.2174,0.2402,0.5145,0.8799,0.1403,0.2086,0.4741,0.8736,0.7745500000000001,0.5313833333333333,0.25464285714285717,0.443575,0.6529666666666667,0.3805976190476191,0.24851755865079367
0.8534,0.9368,0.8837,0.9102,0.8142,0.6448,0.4387,0.8685,0.7446,0.7155,0.9949,0.1429,0.5158,0.8799,0.0,0.9507,0.0,0.512,0.2351,0.2174,0.2731,0.5209,0.8571,0.134,0.2769,0.3982,0.8723,0.8405166666666668,0.65085,0.44192857142857145,0.4437375,0.7456833333333335,0.44313452380952384,0.3304380288293652
0.8786,0.7623,0.7143,0.9077,0.3148,0.9848,0.1858,0.6271,0.8976,0.4753,0.7092,0.0,0.9292,0.9102,0.6384,0.976,0.0,0.9001,0.6384,0.2174,0.7105,0.603,0.847,0.2137,0.5019,0.3135,0.8622,0.7604166666666666,0.4825,0.7131857142857142,0.53365,0.6214583333333333,0.5934952380952381,0.3688325615079365
0.8647,0.9178,0.9494,0.9545,0.6498,0.8268,0.6599,0.5954,0.665,0.4564,0.9153,0.1302,0.6776,0.909,0.0,0.6283,0.0,0.5512,0.2996,0.2174,0.6271,0.5158,0.8673,0.201,0.3805,0.3843,0.8673,0.8605,0.5703666666666666,0.4379571428571429,0.5075875,0.7154333333333334,0.484377380952381,0.3465397242460318
0.7181,0.8066,0.6789,0.9735,0.7686,0.5803,0.6435,0.4147,0.6802,0.5588,0.9418,0.2061,0.3679,0.9027,0.0,0.0809,0.0,0.244,0.0442,0.2174,0.2819,0.4741,0.8824,0.2516,0.531,0.4513,0.8748,0.7543333333333333,0.5741833333333334,0.23424285714285714,0.49556249999999996,0.6642583333333334,0.40845595238095234,0.2713202701686508
0.7712,0.9052,0.7889,0.9368,0.8698,0.3742,0.5209,0.3565,0.2769,0.5992,0.7459,0.4539,0.7661,0.8887,0.0,0.0,0.0,0.0,0.182,0.2174,0.1934,0.4159,0.9001,0.2478,0.3641,0.5879,0.8584,0.77435,0.4922166666666666,0.2624,0.47312499999999996,0.6332833333333333,0.4028833333333333,0.25513930027777776
0.7927,0.6915,0.9343,0.6384,0.952,0.402,0.7168,0.4817,0.33,0.5537,0.9254,0.3224,0.6207,0.914,0.0,0.1757,0.0,0.0,0.0,0.2174,0.1871,0.4362,0.9153,0.4008,0.7118,0.493,0.8609,0.73515,0.555,0.24434285714285714,0.5278125,0.6450750000000001,0.4333226190476191,0.27952558848214293
0.7509,0.8534,0.7497,0.866,0.7421,0.8458,0.5057,0.6966,0.7939,0.4071,0.8597,0.1429,0.8546,0.9166,0.0,0.1353,0.0,0.7813,0.7092,0.2174,0.9633,0.4791,0.8786,0.378,0.708,0.4071,0.866,0.8013166666666667,0.5676500000000001,0.48528571428571426,0.6121875,0.6844833333333333,0.5698869047619047,0.39007808819444445
0.7977,0.9128,0.8862,0.708,0.847,0.5044,0.2453,0.5411,0.4614,0.536,0.7193,0.0973,0.8116,0.9216,0.0,0.2895,0.0,0.7358,0.7016,0.2174,0.9874,0.5777,0.8559,0.4172,0.5032,0.3236,0.8647,0.7760166666666667,0.4334,0.49429999999999996,0.5933875,0.6047083333333334,0.5603583333333333,0.3388533538194445
0.3363,0.4716,0.225,0.2225,0.8319,0.7143,0.048,0.043,0.3755,0.1252,0.8281,0.1429,0.9393,0.8508,0.0,0.6966,0.0,0.0,0.0,0.2174,0.22,0.3578,0.9254,0.3843,0.3856,0.4564,0.2731,0.46693333333333337,0.26045,0.35524285714285714,0.4025,0.3636916666666667,0.38674761904761906,0.14065688615079366
0.6081,0.445,0.665,0.622,0.866,0.6675,0.1378,0.1922,0.2958,0.0796,0.5474,0.1429,0.9608,0.9014,0.0,0.2149,0.0,0.0,0.5449,0.2174,0.2187,0.3831,0.9381,0.3932,0.3034,0.2705,0.2743,0.6456000000000001,0.2326166666666667,0.3745714285714286,0.37483750000000005,0.4391083333333334,0.37474880952380957,0.16455532516865082
0.421,0.5057,0.6056,0.3097,0.89,0.2882,0.1454,0.0202,0.1188,0.1719,0.426,0.1087,0.641,0.8255,0.0,0.0961,0.0,0.0,0.2086,0.2174,0.1226,0.4298,0.9482,0.3881,0.469,0.2794,0.268,0.5033666666666666,0.16516666666666666,0.25302857142857144,0.39031249999999995,0.33426666666666666,0.3445511904761904,0.11517197793650792
0.2491,0.3388,0.3515,0.1188,0.6334,0.6435,0.3211,0.0278,0.0253,0.158,0.1176,0.1163,0.8053,0.8268,0.0,0.0759,0.0,0.0,0.019,0.2174,0.2314,0.5234,0.9583,0.3059,0.2819,0.1681,0.2693,0.38918333333333327,0.12768333333333334,0.2467142857142857,0.3694624999999999,0.2584333333333333,0.3285464285714285,0.08490734869047617
0.2124,0.2958,0.2389,0.2604,0.6346,0.6776,0.0291,0.0973,0.0038,0.1871,0.1113,0.0594,0.9115,0.8344,0.0,0.2554,0.0,0.0,0.1087,0.2174,0.2301,0.5651,0.976,0.1201,0.3818,0.091,0.2668,0.38661666666666666,0.08133333333333334,0.30142857142857143,0.3560375,0.233975,0.3378345238095238,0.07904483270833332
0.3059,0.3881,0.4324,0.5436,0.7838,0.8571,0.0164,0.1833,0.1542,0.1087,0.5537,0.1302,0.4956,0.8407,0.0,0.0746,0.0,0.0,0.2225,0.2174,0.1239,0.5107,0.9558,0.2314,0.4564,0.1252,0.2705,0.5518166666666667,0.19108333333333336,0.23334285714285713,0.3614125,0.37145000000000006,0.31872261904761906,0.11838951684523812
0.6258,0.3944,0.6043,0.2389,0.8394,0.2073,0.1391,0.134,0.0796,0.2351,0.2882,0.0973,0.9014,0.8723,0.0,0.0973,0.0,0.0,0.5436,0.2174,0.0898,0.4728,0.9469,0.2971,0.1593,0.1593,0.2718,0.48501666666666665,0.16221666666666668,0.3449428571428571,0.3268,0.32361666666666666,0.332847619047619,0.10771503698412697
0.7067,0.8786,0.9886,0.8521,0.8723,0.7029,0.0708,0.3578,0.5171,0.6005,0.7016,0.1302,0.7332,0.9368,0.0,0.2301,0.0,0.6587,0.6094,0.2174,0.287,0.5525,0.8622,0.4437,0.4374,0.3274,0.8015,0.8335333333333333,0.39633333333333326,0.45259999999999995,0.4911375,0.6149333333333333,0.4782916666666666,0.29411748888888883
0.8003,0.8268,0.7813,0.8015,0.804,0.1618,0.5424,0.8154,0.5183,0.445,0.7535,0.0,0.8142,0.9292,0.0,0.5297,0.0,0.4501,0.3325,0.2174,0.2908,0.4576,0.8938,0.3944,0.3236,0.3919,0.7977,0.69595,0.5124333333333333,0.43652857142857143,0.4709,0.6041916666666667,0.4594428571428571,0.2775915455952381
0.6662,0.7965,0.7155,0.7029,0.9279,0.5638,0.5929,0.5158,0.1833,0.2149,0.8205,0.0531,0.8862,0.9317,0.0,0.7105,0.0,0.9216,0.8154,0.2174,0.708,0.5196,0.8761,0.397,0.4223,0.3565,0.799,0.7288,0.39675,0.6093428571428572,0.5369875,0.562775,0.5611059523809524,0.3157764023511905
0.7686,0.7206,0.9368,0.598,0.9317,0.3249,0.6384,0.7762,0.3666,0.5777,0.9709,0.0973,0.6169,0.9204,0.0,0.4387,0.0,0.0,0.0,0.2174,0.2389,0.4336,0.9178,0.3906,0.4399,0.4096,0.7927,0.7134333333333333,0.5711833333333334,0.2822857142857143,0.48006250000000006,0.6423083333333333,0.4141369047619048,0.26600358506944444
0.7042,0.8319,0.9178,0.9241,0.6827,0.6005,0.4614,0.2882,0.5777,0.6182,0.4349,0.0594,0.8824,0.9418,0.0,0.5032,0.0,0.5259,0.3021,0.2174,0.2566,0.4589,0.9077,0.3995,0.8382,0.311,0.7939,0.7768666666666667,0.40663333333333335,0.45077142857142855,0.5229,0.59175,0.4988571428571429,0.2951987142857143
0.732,0.9229,0.8698,0.6865,0.9115,0.2579,0.7661,0.2642,0.7092,0.4678,0.8003,0.0,0.8723,0.9545,0.0,0.1643,0.0,0.3439,0.1264,0.2174,0.201,0.4463,0.8812,0.4728,0.9064,0.2642,0.8003,0.7301000000000001,0.5012666666666666,0.3516285714285714,0.5237,0.6156833333333334,0.46634285714285717,0.2871195247619048
0.7231,0.9166,0.6915,0.6915,0.7699,0.9014,0.2124,0.603,0.6637,0.2516,0.799,0.0973,0.8243,0.9558,0.0,0.0,0.0,0.0,0.2554,0.2174,0.2174,0.421,0.9166,0.4071,0.8824,0.2238,0.7965,0.7823333333333333,0.43783333333333335,0.29078571428571426,0.510275,0.6100833333333333,0.43711190476190476,0.26667468789682536
0.7813,0.8761,0.8306,0.7851,0.6789,0.7358,0.4779,0.5044,0.4791,0.4602,0.7838,0.0,0.8268,0.9633,0.0,0.048,0.0,0.0,0.3767,0.2174,0.1795,0.3439,0.9204,0.3489,0.7965,0.1618,0.7952,0.7813,0.4509,0.31639999999999996,0.47045,0.6161,0.4191,0.25820751
0.4324,0.5107,0.8091,0.0,0.6776,0.8129,0.0405,0.1441,0.3982,0.3186,0.3173,0.1745,0.8748,0.8458,0.0,0.4918,0.0,0.0,0.2478,0.0,0.2023,0.6207,0.9798,0.0556,0.6372,0.0759,0.2238,0.54045,0.23220000000000005,0.35145714285714286,0.3494125,0.38632500000000003,0.35009404761904767,0.1352500829464286
0.4513,0.3616,0.5183,0.0468,0.7155,0.5879,0.129,0.0582,0.196,0.1795,0.2807,0.2389,0.3628,0.8331,0.0,0.7244,0.0,0.0,0.086,0.2174,0.2554,0.5992,0.9848,0.0607,0.4425,0.067,0.2212,0.4468999999999999,0.18038333333333334,0.2866142857142857,0.35602500000000004,0.3136416666666666,0.33288809523809526,0.10440757700396824
0.2187,0.3198,0.3767,0.1163,0.7054,0.6283,0.0834,0.0101,0.0,0.2617,0.3312,0.1163,0.359,0.8483,0.0,0.5057,0.0,0.0,0.6207,0.0,0.2035,0.5853,0.9912,0.0354,0.3717,0.0455,0.22,0.39420000000000005,0.1337833333333333,0.33338571428571434,0.30657500000000004,0.2639916666666667,0.3155119047619048,0.08329251359126986
0.3628,0.3413,0.4741,0.0,0.3009,0.7712,0.2427,0.0898,0.0076,0.1188,0.4867,0.0796,0.4513,0.8584,0.0,0.6789,0.0,0.5411,0.5967,0.0,0.2693,0.6574,0.9937,0.0316,0.201,0.0657,0.2225,0.37504999999999994,0.17086666666666664,0.4466285714285715,0.30515000000000003,0.2729583333333333,0.3523095238095239,0.09616582043650795
0.7332,0.8736,0.6182,0.6587,0.8003,0.4905,0.6473,0.3173,0.4817,0.3325,0.8837,0.0,0.9355,0.9709,0.0,0.3161,0.0,0.0,0.3831,0.0,0.182,0.4071,0.9355,0.1997,0.8521,0.1087,0.5676,0.69575,0.44375000000000003,0.3722285714285714,0.4065875,0.56975,0.3951345238095238,0.22512789494047616
0.6043,0.4475,0.2693,0.402,0.4981,0.4741,0.0177,0.4172,0.1327,0.0733,0.6283,0.2807,0.9001,0.8622,0.0,0.6321,0.0,0.0,0.4071,0.0,0.1643,0.445,0.957,0.1707,0.5815,0.0986,0.5613,0.44921666666666665,0.2583166666666667,0.4002142857142857,0.3723,0.3537666666666667,0.38160476190476195,0.13499904460317463
0.3072,0.3123,0.2503,0.0,0.7269,0.8976,0.0316,0.0506,0.0101,0.0569,0.1277,0.2276,0.8066,0.8496,0.0,0.0733,0.0,0.0,0.5638,0.0,0.2048,0.5626,0.9646,0.0961,0.3679,0.0822,0.5626,0.4157166666666667,0.08408333333333334,0.3276142857142857,0.35509999999999997,0.2499,0.3459380952380952,0.08644993
0.4943,0.3515,0.397,0.0,0.7965,0.4134,0.0695,0.091,0.1214,0.2073,0.359,0.1922,0.8976,0.8635,0.0,0.3312,0.0,0.0,0.4539,0.0,0.1997,0.5563,0.9785,0.1188,0.3881,0.0733,0.5664,0.40878333333333333,0.1734,0.3637428571428571,0.3601375,0.29109166666666664,0.3613392857142857,0.10518285491071427
0.641,0.7547,0.9355,0.67,0.9267,0.4172,0.6498,0.6485,0.4716,0.3856,0.737,0.1429,0.9823,0.866,0.0,0.9975,0.0,0.6169,0.6359,0.0,0.1985,0.4956,0.9671,0.1757,0.6903,0.0746,0.5651,0.7241833333333333,0.5059,0.5855142857142858,0.3958625,0.6150416666666667,0.45907976190476196,0.2823531818948413
0.7358,0.8382,0.6283,0.6802,0.67,0.8255,0.4197,0.5588,0.6966,0.6131,0.2781,0.1631,0.9216,0.9785,0.0,0.7661,0.0,0.3287,0.1909,0.0,0.1454,0.4096,0.9532,0.1871,0.7863,0.0721,0.5638,0.7296666666666667,0.4549,0.4551142857142857,0.3896875,0.5922833333333334,0.4114964285714286,0.24372247636904765
0.3021,0.2566,0.1719,0.3401,0.2592,0.3982,0.6877,0.2908,0.4058,0.3464,0.4235,0.8571,0.0,0.1062,0.7838,0.0,0.0,0.7004,0.8635,0.2174,0.7004,0.0594,0.3413,0.3502,0.7611,0.8053,0.5689,0.28801666666666664,0.5018833333333333,0.35055714285714284,0.47550000000000003,0.39495,0.43385238095238093,0.17134999785714286
0.4298,0.9722,0.8382,0.0,0.9886,0.1113,0.5917,0.3439,0.5095,0.4033,0.1504,0.7623,0.4147,0.0518,0.9241,0.9001,0.9279,0.8154,0.5866,0.2174,0.847,0.0,0.5259,0.1732,0.6346,0.9659,0.5714,0.5566833333333333,0.46018333333333333,0.6600857142857144,0.49192500000000006,0.5084333333333333,0.5479785714285715,0.2786105716666667
0.4981,0.5019,0.292,0.0,0.579,0.2718,0.9558,0.8003,0.3464,0.3552,0.2756,0.957,0.0,0.11,0.0,0.0,0.0,0.2023,0.5133,0.2174,0.7649,0.0544,0.3894,0.3198,0.1555,0.866,0.5702,0.3571333333333333,0.61505,0.11794285714285714,0.4172,0.48609166666666664,0.31744761904761903,0.1543086422222222
0.3818,0.8116,0.4501,0.0,0.7598,0.3021,0.6865,0.2174,0.0999,0.5752,0.3489,0.7965,0.0,0.1024,0.0,0.0,0.0,0.0,0.0278,0.2174,0.7686,0.1302,0.4008,0.225,0.4349,0.885,0.5537,0.4508999999999999,0.4540666666666667,0.018600000000000002,0.4519500000000001,0.4524833333333333,0.30750000000000005,0.13913862500000002
0.0253,0.1707,0.3047,0.3515,0.9052,0.067,0.0367,0.0645,0.0683,0.1757,0.2832,0.5638,0.4539,0.5449,0.7535,0.2781,0.9823,0.0,0.6979,0.2174,0.8951,0.5904,0.263,0.9532,0.9355,0.2048,0.2124,0.30406666666666665,0.19870000000000002,0.5300857142857144,0.533975,0.25138333333333335,0.5326785714285714,0.1339065148809524
0.024,0.1732,0.019,0.3843,0.0442,0.0695,0.0999,0.0771,0.2402,0.0,0.0632,0.4968,0.6587,0.6637,0.8673,0.737,0.9785,0.0,0.8786,0.2174,0.8963,0.5904,0.263,0.9532,0.909,0.3047,0.2162,0.11903333333333332,0.1628666666666667,0.6834,0.543775,0.14095000000000002,0.5903166666666667,0.08320513416666668
0.2351,0.1239,0.0139,0.5032,0.8053,0.0544,0.5158,0.0759,0.1441,0.0796,0.0126,0.5158,0.9595,0.6485,0.5714,0.4501,0.9874,0.713,0.708,0.2174,0.8609,0.1378,0.3742,0.9317,0.9128,0.3072,0.0885,0.2893,0.22396666666666668,0.7197000000000001,0.4788125,0.2566333333333333,0.5591083333333334,0.1434858352777778
0.2174,0.1214,0.5588,0.4968,0.2478,0.1049,0.0493,0.268,0.0455,0.3097,0.1846,0.2276,0.6422,0.7092,0.7016,0.7042,0.8736,0.2415,0.3515,0.2174,0.8597,0.1378,0.3742,0.9317,0.8635,0.3831,0.091,0.29118333333333335,0.18078333333333332,0.6033999999999999,0.48229999999999995,0.23598333333333332,0.5226666666666666,0.12334062222222221
0.2212,0.1226,0.2554,0.4994,0.0834,0.11,0.2731,0.0177,0.1239,0.1972,0.0,0.2946,0.6726,0.6814,0.8091,0.8129,0.9583,0.603,0.7244,0.2174,0.8584,0.1378,0.3742,0.9317,0.8534,0.3502,0.086,0.21533333333333335,0.15108333333333332,0.7516714285714287,0.4761375,0.18320833333333333,0.5679821428571429,0.10405906175595239
0.9216,0.8003,0.9684,0.0,0.8534,0.646,0.0885,0.8243,0.8647,0.5954,0.756,0.3034,0.6928,0.2895,0.6005,0.981,0.0,0.579,0.7054,0.2174,0.3464,0.2655,0.536,0.8496,0.7977,0.263,0.4463,0.6982833333333334,0.57205,0.5497428571428572,0.46523749999999997,0.6351666666666667,0.4934059523809524,0.3133950140873016
0.8078,0.6574,0.2326,0.7244,0.2756,0.9987,0.4741,0.799,0.9583,0.9305,0.9469,0.6271,0.7522,0.9229,0.0,0.6877,0.0,0.3312,0.5777,0.0,0.0152,0.8723,0.4501,0.0518,0.0695,0.0139,0.9583,0.6160833333333332,0.7893166666666668,0.4673857142857143,0.3038875,0.7027,0.35838690476190477,0.25183847797619047
0.6814,0.8293,0.8066,0.7838,0.8281,0.445,0.5436,0.3729,0.3932,0.3552,0.8066,0.1429,0.8015,0.9393,0.0,0.311,0.0,0.5777,0.4058,0.2174,0.2111,0.6359,0.8344,0.4918,0.8799,0.359,0.8445,0.7290333333333333,0.4357333333333333,0.4336142857142858,0.55925,0.5823833333333333,0.5173714285714286,0.3013084971428571
0.8091,0.6561,0.5234,0.7762,0.2857,0.9836,0.8698,0.8281,0.8306,0.9722,0.8091,0.885,0.7105,0.2174,0.9659,0.7345,0.9722,0.8508,0.9532,0.2174,0.3135,0.2516,0.6953,0.7219,0.067,0.4981,0.8331,0.6723500000000001,0.8658,0.7720714285714285,0.4497375,0.7690750000000001,0.5571821428571428,0.42851485651785715
0.4728,0.335,0.4551,0.4627,0.2326,0.7965,0.9052,0.7674,0.708,0.885,0.6056,0.9494,0.9267,0.4298,0.9166,0.8862,0.0,0.9646,0.9305,0.2174,0.3843,0.1416,0.8407,0.359,0.2705,0.8584,0.6397,0.4591166666666666,0.8034333333333333,0.7220571428571428,0.46395000000000003,0.631275,0.5499857142857143,0.3471922317857143
0.1922,0.5613,0.1416,0.7282,0.8445,0.4147,0.1606,0.0948,0.019,0.2149,0.1138,0.4488,0.0,0.0986,0.0,0.0,0.0,0.5487,0.2149,0.2174,0.6157,0.2705,0.2794,0.2465,0.8091,0.6271,0.0417,0.48041666666666666,0.17531666666666665,0.12317142857142857,0.388425,0.32786666666666664,0.30000714285714286,0.0983623419047619
0.5575,0.6296,0.5272,0.0,0.8078,0.7181,0.3869,0.6144,0.5247,0.4412,0.6941,0.3793,0.603,0.8698,0.0,0.0569,0.0,0.0,0.1555,0.2174,0.4867,0.6283,0.9836,0.0619,0.2187,0.1277,0.5525,0.5400333333333333,0.5067666666666667,0.24074285714285712,0.40959999999999996,0.5234,0.3533142857142857,0.18492469714285711
0.5689,0.4905,0.3742,0.0,0.6625,0.9102,0.8685,0.7105,0.4766,0.9886,0.531,0.9722,0.9949,0.7762,0.9975,0.9912,0.976,0.9899,0.9949,0.2174,0.8938,0.0329,0.8508,0.6056,0.6637,0.957,0.6726,0.50105,0.7578999999999999,0.9600857142857143,0.611725,0.629475,0.727845238095238,0.45816038124999997
0.5284,0.2604,0.4046,0.5537,0.0973,0.5702,0.9115,0.6056,0.5057,0.5196,0.5525,0.6928,0.78,0.8015,0.9469,0.0,0.0,0.7712,0.3148,0.0,0.2642,0.9697,0.0202,0.019,0.4589,0.11,0.78,0.40243333333333337,0.6312833333333333,0.5163428571428571,0.32775,0.5168583333333333,0.39061428571428564,0.20189224869047614
0.5525,0.4185,0.6511,0.6119,0.3413,0.2061,0.7244,0.5335,0.7282,0.3186,0.469,0.6308,0.2048,0.4134,0.5689,0.7965,0.0,0.2288,0.3919,0.0,0.2541,0.9406,0.0683,0.1391,0.3919,0.2137,0.3287,0.4635666666666667,0.5674166666666666,0.3720428571428572,0.29205,0.5154916666666667,0.3187142857142857,0.16429455833333334
0.1378,0.0354,0.1643,0.469,0.0303,0.1062,0.2187,0.1745,0.0556,0.0607,0.4046,0.2617,0.5954,0.6384,0.0,0.641,0.0,0.4463,0.775,0.2174,0.6384,0.9052,0.0809,0.2453,0.0468,0.3021,0.3527,0.15716666666666665,0.19596666666666665,0.44229999999999997,0.3486,0.17656666666666665,0.3798333333333333,0.06706590555555554
0.0518,0.1125,0.0594,0.3135,0.067,0.2554,0.3034,0.0455,0.1176,0.244,0.0405,0.4678,0.8925,0.8243,0.8786,0.8306,0.0,0.9772,0.9381,0.2174,0.8116,0.6764,0.2377,0.7206,0.981,0.8698,0.402,0.14326666666666668,0.2031333333333333,0.7630428571428572,0.6145625,0.1732,0.6640559523809525,0.11501449095238096
0.0076,0.024,0.2023,0.2642,0.1391,0.1783,0.0253,0.0013,0.043,0.0733,0.2971,0.1302,0.5512,0.7016,0.737,0.6485,0.0,0.8028,0.2592,0.2174,0.8445,0.5891,0.2705,0.7016,0.8584,0.5095,0.3274,0.13591666666666666,0.09503333333333332,0.5286142857142857,0.5398000000000001,0.115475,0.5360714285714286,0.06190284821428572
0.4488,0.426,0.4867,0.3932,0.2781,0.3666,0.9393,0.359,0.2238,0.6081,0.2402,0.7408,0.9128,0.5183,0.9444,0.866,0.0,0.9912,0.9418,0.2174,0.7509,0.7054,0.2604,0.804,0.9633,0.6043,0.5145,0.3999,0.5185333333333334,0.7392142857142856,0.6025250000000001,0.4592166666666667,0.6480880952380953,0.29761285480158733
0.5234,0.4273,0.6448,0.536,0.5398,0.5348,0.9545,0.7977,0.3375,0.8989,0.4286,0.9128,0.7838,0.287,0.6789,0.5335,0.0,0.8534,0.8546,0.2174,0.4652,0.4539,0.4399,0.3616,0.2832,0.8432,0.6637,0.53435,0.7216666666666667,0.5701714285714286,0.4660125,0.6280083333333333,0.5007321428571428,0.3144639584821428
0.5841,0.2642,0.9874,0.842,0.976,0.287,0.9848,0.8837,0.8521,0.9709,0.6498,0.9482,0.7674,0.2263,0.6485,0.177,0.0,0.842,0.9406,0.2174,0.6018,0.3654,0.5702,0.335,0.799,0.9621,0.9229,0.6567833333333334,0.8815833333333334,0.5145428571428571,0.5967250000000001,0.7691833333333333,0.5693309523809523,0.4379198797222222
0.7029,0.7484,0.5006,0.6751,0.603,0.6599,0.8521,0.8875,0.7509,0.804,0.6903,0.5992,0.9785,0.1087,0.9848,0.9798,0.9305,0.9621,0.9836,0.2174,0.7674,0.153,0.7952,0.5424,0.9368,0.7914,0.9482,0.6483166666666665,0.7640000000000001,0.8468571428571429,0.643975,0.7061583333333333,0.7116023809523809,0.5025039513293651
0.4589,0.4134,0.6094,0.3173,0.2149,0.5929,0.823,0.5803,0.3818,0.8369,0.488,0.818,0.8635,0.0834,0.0,0.4349,0.9633,0.9279,0.8559,0.2174,0.5879,0.3123,0.5626,0.1745,0.1631,0.6384,0.5322,0.4344666666666666,0.6546666666666666,0.5898428571428572,0.39854999999999996,0.5445666666666666,0.4623142857142857,0.2517609495238095
0.507,0.6814,0.7029,0.6296,0.9343,0.5967,0.4399,0.8887,0.153,0.9115,0.4614,0.8559,0.9279,0.0936,0.0,0.1441,0.9267,0.909,0.8976,0.2174,0.5904,0.067,0.598,0.2238,0.4121,0.7282,0.2174,0.6753166666666667,0.6184,0.5569857142857142,0.3817875,0.6468583333333333,0.4401869047619047,0.2847385675694444
0.3502,0.3565,0.3856,0.1606,0.7712,0.4311,0.646,0.9102,0.4387,0.5714,0.4703,0.7585,0.7611,0.0228,0.0,0.9595,0.9406,0.914,0.8192,0.2174,0.7611,0.67,0.2769,0.7838,0.8268,0.5638,0.378,0.4092,0.6325166666666666,0.6310285714285715,0.559725,0.5208583333333333,0.5834928571428571,0.3039171170833333
0.2389,0.3338,0.3906,0.5575,0.5348,0.4918,0.574,0.2491,0.3957,0.641,0.292,0.7724,0.2099,0.8761,0.6119,0.1997,0.0,0.8003,0.6169,0.0,0.5335,0.8571,0.1302,0.2174,0.3262,0.5259,0.5601,0.4245666666666667,0.48736666666666667,0.47354285714285715,0.39380000000000004,0.4559666666666667,0.42038095238095236,0.19167970158730158
0.1353,0.0367,0.0088,0.0683,0.1896,0.1466,0.0594,0.0126,0.311,0.0,0.1858,0.3224,0.4703,0.5537,0.0,0.5841,0.0,0.4513,0.6321,0.2174,0.804,0.8445,0.129,0.6966,0.4475,0.4463,0.0746,0.09754999999999998,0.14853333333333332,0.38449999999999995,0.45748750000000005,0.12304166666666666,0.43315833333333337,0.05329652326388889
0.1947,0.019,0.1062,0.1909,0.0265,0.0215,0.1062,0.2111,0.2984,0.0936,0.2212,0.0796,0.0,0.421,0.0,0.6094,0.0,0.402,0.311,0.2174,0.6258,0.9191,0.0936,0.866,0.0367,0.3123,0.0468,0.09313333333333333,0.16835,0.24905714285714284,0.3897125000000001,0.13074166666666667,0.34282738095238097,0.04482182316468254
0.3312,0.0759,0.0973,0.5904,0.0733,0.2174,0.4716,0.225,0.5006,0.0228,0.397,0.5019,0.0,0.3692,0.0,0.2276,0.0,0.0,0.2743,0.2174,0.756,0.9381,0.0759,0.8622,0.6271,0.2655,0.0834,0.23091666666666666,0.35315,0.12444285714285715,0.4782,0.29203333333333337,0.3602809523809524,0.10521404746031748
