Asthma,CHD,Disability,LBW,OldAge,YoungAge,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.9317,0.8989,0.8432,0.7863,0.9027,0.4956,0.8583,0.6271,0.5133,0.2933,0.8407,0.9292,0.0,0.1884,0.3325,0.0,0.4855,0.0,0.2238,0.0683,0.2174,0.1681,0.8331,0.3982,0.378,0.6764,0.9874,0.8097333333333333,0.5802714285714285,0.1855,0.5226571428571429,0.6950023809523809,0.4102714285714286,0.2851396196938776
0.909,0.8673,0.9027,0.8154,0.9798,0.1252,1.0,0.5221,0.8458,0.6903,0.6523,0.9899,0.2276,0.4058,0.5032,0.0,0.4981,0.0,0.3856,0.1643,0.2174,0.1656,0.8394,0.3072,0.0455,0.7383,0.9975,0.7665666666666667,0.704,0.2795714285714285,0.47298571428571423,0.7352833333333333,0.40851428571428566,0.30037374571428566
0.8445,0.8053,0.641,0.799,0.9874,0.6726,1.0,0.976,0.9886,0.9431,0.8407,0.818,0.7257,0.7181,0.5221,0.0,0.5613,0.0,0.5714,0.2933,0.2174,0.1669,0.8685,0.3097,0.0885,0.7927,0.9747,0.7916333333333333,0.8988714285714285,0.38088571428571427,0.4883428571428571,0.8452523809523809,0.4525238095238095,0.3824968274376417
0.9027,0.8875,0.9406,0.9279,0.9204,0.2162,0.9629,0.4728,0.7408,0.6119,0.6865,0.8116,0.2617,0.4981,0.4905,0.7851,0.1719,0.0,0.3401,0.2023,0.2174,0.1568,0.866,0.1808,0.2554,0.7244,0.9772,0.7992166666666666,0.6497428571428572,0.3554285714285714,0.4825714285714286,0.7244797619047618,0.44019047619047624,0.31890909138321993
0.9267,0.9823,0.9697,0.8458,0.732,0.1972,0.7589,0.598,0.9924,0.9532,0.5145,0.9886,0.2491,0.1694,0.3666,0.5461,0.1707,0.0,0.2339,0.0923,0.2174,0.1176,0.8293,0.1896,0.4627,0.5714,0.9962,0.7756166666666666,0.7221000000000001,0.2255714285714286,0.4834571428571429,0.7488583333333334,0.3974952380952381,0.2976676215079366
0.89,0.9595,0.8748,0.9987,0.8774,0.823,0.9616,0.201,0.641,0.9317,0.6485,0.9848,0.3161,0.4918,0.4159,0.0,0.2086,0.0,0.4311,0.5828,0.2174,0.1504,0.8445,0.1479,0.1075,0.5082,0.9798,0.9038999999999998,0.669242857142857,0.3043142857142857,0.4222428571428571,0.7865714285714285,0.3829333333333333,0.30120441904761897
0.8268,0.8862,0.6587,0.6094,0.4437,0.8142,0.751,0.8331,0.4576,0.0531,0.7219,0.0582,0.6498,0.488,0.4968,0.6688,0.3072,0.0,0.5765,0.6637,0.2174,0.1555,0.8496,0.1568,0.6738,0.5234,0.9785,0.7065000000000001,0.5035285714285714,0.4572857142857143,0.5078571428571429,0.6050142857142857,0.49100000000000005,0.2970620142857143
0.8129,0.818,0.7269,0.914,0.6081,0.8774,0.9417,0.3831,0.8015,0.641,0.7396,0.9406,0.3755,0.8609,0.4981,0.9861,0.3957,0.0,0.8116,0.7927,0.2174,0.1606,0.871,0.1643,0.2908,0.6953,0.976,0.7928833333333333,0.689,0.6207285714285715,0.4822,0.7409416666666666,0.5283761904761906,0.39149593519841275
0.9456,0.9077,0.804,0.885,0.1252,0.8445,0.7139,0.756,0.6903,0.7257,0.5777,0.708,0.5322,0.1947,0.3123,0.0,0.4943,0.0,0.6245,0.359,0.2174,0.1252,0.7472,0.5601,0.4728,0.4829,0.9646,0.7520000000000001,0.6719714285714288,0.28354285714285715,0.5100285714285714,0.7119857142857144,0.43453333333333327,0.30938152571428573
0.9469,0.8963,0.7876,0.9204,0.4614,0.952,0.9298,0.4463,0.7788,0.8698,0.5095,0.8458,0.0,0.1934,0.3047,0.0,0.7712,0.0,0.5638,0.2984,0.2174,0.115,0.7611,0.5145,0.153,0.4842,0.9735,0.8274333333333334,0.6257142857142857,0.3045,0.45981428571428573,0.7265738095238095,0.40804285714285715,0.2964732531632653
0.9747,0.9785,0.9444,0.9393,0.7914,0.7282,0.8477,0.8774,0.8394,0.9254,0.8635,0.9962,0.1833,0.909,0.2908,0.0,0.8091,0.0,0.536,0.4147,0.2174,0.1037,0.7459,0.3894,0.9039,0.3527,0.9671,0.89275,0.7904142857142856,0.4228,0.5257285714285714,0.8415821428571428,0.49141904761904764,0.41356949513605445
0.9924,0.9912,0.952,0.6953,0.8824,0.4779,1.0,0.4867,0.7699,0.9494,0.6726,0.9381,0.2895,0.3464,0.3135,0.0,0.8003,0.0,0.2137,0.0392,0.2174,0.11,0.7762,0.3742,0.2566,0.4387,0.9722,0.8318666666666666,0.7294571428571429,0.2447285714285714,0.44932857142857147,0.7806619047619048,0.3811285714285715,0.2975325565306123
0.9482,0.8976,0.89,0.9381,0.6764,0.7686,0.9801,0.4968,0.8217,0.9077,0.8394,0.9595,0.1429,0.3527,0.3274,0.0,0.7219,0.0,0.0,0.1138,0.2174,0.1087,0.8028,0.1631,0.1884,0.4311,0.9709,0.85315,0.7354428571428572,0.21654285714285715,0.41177142857142857,0.7942964285714286,0.3466952380952381,0.27537878942176874
0.9848,0.9102,0.981,0.9671,0.5803,0.9785,0.743,0.5727,1.0,0.9735,0.536,0.981,0.1631,0.871,0.3338,0.0,0.3274,0.0,0.2377,0.153,0.2174,0.1113,0.7699,0.1783,0.1846,0.3451,0.9684,0.9003166666666668,0.7099000000000001,0.2747,0.3964285714285714,0.8051083333333334,0.355852380952381,0.2864997173412699
0.957,0.8685,0.799,0.9861,0.2566,0.9874,0.9391,0.7105,0.9861,0.9823,0.8154,0.9532,0.1163,0.8685,0.3515,0.5487,0.5866,0.0,0.6321,0.4829,0.2174,0.153,0.8116,0.1504,0.3451,0.3439,0.9659,0.8090999999999999,0.7861285714285714,0.4957571428571428,0.42675714285714283,0.7976142857142856,0.4497571428571428,0.3587327222448979
0.8167,0.7636,0.8116,0.9747,0.7901,0.8875,1.0,0.7345,0.3603,0.7042,0.7295,0.445,0.3755,0.6953,0.3477,0.0,0.3578,0.0,0.311,0.4867,0.2174,0.1517,0.8319,0.1454,0.2491,0.4235,0.9608,0.8407,0.6212857142857143,0.3140714285714286,0.4256857142857143,0.7309928571428572,0.3884809523809524,0.2839768013265307
0.9064,0.9899,0.9608,0.8824,0.8761,0.8748,0.7894,0.5954,0.8066,0.9292,0.5196,0.3856,0.1922,0.665,0.3236,0.0,0.1454,0.0,0.4185,0.378,0.2174,0.1049,0.7345,0.3211,0.9836,0.2389,0.8913,0.9150666666666666,0.6025714285714284,0.27578571428571436,0.4988142857142857,0.7588190476190475,0.4244714285714286,0.322097005170068
0.885,0.8521,0.8609,0.9027,0.6372,0.2958,1.0,0.5676,0.9785,0.9191,0.6271,0.8078,0.1745,0.6094,0.1353,0.0,0.6713,0.0,0.4918,0.5373,0.2174,0.1062,0.7067,0.402,0.9166,0.1783,0.8837,0.73895,0.7249428571428572,0.3493,0.48727142857142863,0.7319464285714286,0.44128095238095244,0.3229940170918368
0.9507,0.9482,0.9431,0.3072,0.4324,0.3869,1.0,0.4905,0.4918,0.8597,0.5815,0.9836,0.1302,0.6271,0.1327,0.0,0.7889,0.0,0.2263,0.1745,0.2174,0.0771,0.6852,0.3793,0.3477,0.1403,0.8799,0.6614166666666667,0.6481857142857143,0.2785,0.3895571428571429,0.6548011904761905,0.35253809523809526,0.23084236445011339
0.823,0.8078,0.9646,0.9191,0.8913,0.4981,0.9139,0.5613,0.8597,0.8205,0.5424,0.8989,0.0,0.6043,0.1277,0.0,0.5929,0.0,0.0,0.4185,0.0,0.0885,0.7004,0.3312,0.2453,0.1353,0.8824,0.8173166666666667,0.6566714285714286,0.24905714285714284,0.34044285714285716,0.7369940476190476,0.3099809523809524,0.22845411678004537
0.7472,0.8217,0.7396,0.6207,0.9039,0.421,0.8543,0.5474,0.8736,0.6384,0.2895,0.4994,0.1833,0.2693,0.2642,0.5575,0.2491,0.0,0.0,0.5335,0.2174,0.1466,0.7421,0.3552,0.7901,0.1795,0.8862,0.7090166666666667,0.5551285714285714,0.26765714285714287,0.4738714285714286,0.6320726190476191,0.40513333333333335,0.2560736870634921
0.9001,0.8255,0.8875,0.8369,0.4576,0.7649,0.9113,0.5563,0.3906,0.9355,0.4602,0.9798,0.0,0.6498,0.359,0.6523,0.2364,0.0,0.4829,0.6271,0.2174,0.1479,0.7686,0.2819,0.8736,0.2465,0.8887,0.77875,0.6048142857142859,0.4296428571428571,0.48922857142857146,0.6917821428571429,0.4693666666666667,0.324699478452381
0.9368,0.8243,0.909,0.9444,0.5942,0.9204,0.947,0.5234,0.8913,0.9343,0.445,0.8053,0.1302,0.7712,0.8445,0.9393,0.8205,0.0,0.775,0.7105,0.2174,0.1896,0.7927,0.2427,0.8192,0.2971,0.89,0.8548499999999999,0.6680714285714285,0.6944285714285714,0.4926714285714286,0.7614607142857142,0.5599238095238096,0.4263599839455782
0.7168,0.8837,0.8925,0.8003,0.9292,0.359,1.0,0.6625,0.6511,0.6296,0.3692,0.7345,0.0973,0.1378,0.8736,0.7547,0.8483,0.0,0.0,0.5702,0.0,0.1441,0.7535,0.3287,0.7826,0.182,0.8875,0.7635833333333334,0.5920285714285713,0.4549428571428572,0.4397714285714285,0.6778059523809523,0.44482857142857135,0.3015074535034013
0.775,0.8647,0.622,0.9785,0.507,0.8243,1.0,0.4539,0.6789,0.6334,0.225,0.78,0.2174,0.2668,0.8774,0.0,0.9254,0.0,0.0,0.4033,0.0,0.1429,0.7193,0.3236,0.4273,0.1479,0.885,0.7619166666666667,0.5698000000000001,0.35327142857142857,0.378,0.6658583333333334,0.3697571428571429,0.24620587488095244
0.9406,0.9406,0.8913,0.8875,0.4943,0.9254,0.7576,0.3881,0.9494,0.9722,0.5777,0.9937,0.0,0.7459,0.8875,0.0,0.7573,0.0,0.5525,0.7029,0.0,0.0847,0.6865,0.2857,0.493,0.1454,0.8774,0.8466166666666667,0.6626714285714286,0.5208714285714285,0.3675285714285715,0.7546440476190477,0.41864285714285715,0.31592634022108845
0.6751,0.3906,0.1429,0.6233,0.1277,0.8382,1.0,0.8319,0.3009,0.4539,0.8167,0.5322,0.641,0.9848,0.4791,0.7927,0.1555,0.0,0.9368,0.952,0.2174,0.4121,0.9292,0.33,0.6713,0.9633,0.3211,0.4663,0.6538,0.6144142857142857,0.5492,0.56005,0.5709380952380952,0.31975388023809526
0.4437,0.3729,0.5601,0.6106,0.2427,0.8698,0.6927,0.804,0.4349,0.4893,0.756,0.7901,0.6599,0.8344,0.4817,0.0,0.1214,0.0,0.7699,0.8306,0.2174,0.7472,0.981,0.2212,0.6625,0.9848,0.3224,0.5166333333333334,0.6609857142857143,0.434,0.5909285714285714,0.5888095238095239,0.5386190476190476,0.3171440249433107
0.4083,0.4829,0.4096,0.3325,0.115,0.9381,0.5894,0.7067,0.426,0.3489,0.8925,0.6372,0.7901,0.2225,0.4678,0.0,0.3729,0.0,0.3413,0.1214,0.2174,0.3388,0.9949,0.2073,0.5006,0.9153,0.3173,0.4477333333333333,0.6272571428571428,0.21798571428571428,0.49879999999999997,0.537495238095238,0.4051952380952381,0.21779051097505667
0.5247,0.6764,0.5689,0.4437,0.6979,0.8609,0.5338,0.665,0.2971,0.2743,0.7901,0.4855,0.6789,0.536,0.8003,0.0,0.5247,0.0,0.0,0.0847,0.2174,0.4716,0.9899,0.1909,0.6852,0.7965,0.3186,0.62875,0.5321,0.2779571428571429,0.5243,0.580425,0.44218571428571424,0.2566556432142857
0.6498,0.3843,0.3388,0.574,0.3704,0.6662,0.7669,0.8192,0.536,0.6144,0.756,0.6953,0.6397,0.9431,0.536,0.0,0.4905,0.0,0.3944,0.8609,0.2174,0.4374,0.9697,0.2086,0.5954,0.9064,0.3161,0.49724999999999997,0.6896428571428571,0.4607,0.5215714285714286,0.5934464285714285,0.5012809523809524,0.2974833909013605
0.6827,0.5664,0.512,0.7977,0.6207,0.7206,0.657,0.2718,0.2212,0.5904,0.6258,0.7674,0.6308,0.9166,0.7914,0.0,0.6903,0.0,0.0,0.6334,0.2174,0.3793,0.9735,0.1972,0.6182,0.8142,0.3198,0.6500166666666667,0.5377714285714286,0.4331,0.5028,0.5938940476190476,0.4795666666666667,0.2848117887698413
0.6574,0.512,0.8104,0.603,0.8483,0.2516,0.7748,0.2314,0.5942,0.3312,0.4867,0.7282,0.3654,0.9381,0.4753,0.0,0.1302,0.0,0.7345,0.7876,0.2174,0.3628,0.9317,0.1934,0.5449,0.8546,0.3236,0.6137833333333332,0.5016999999999999,0.4379571428571429,0.4897714285714286,0.5577416666666666,0.4725,0.26353293749999995
0.6435,0.6422,0.3338,0.7054,0.9128,0.6056,0.6874,0.7269,0.1429,0.335,0.244,0.5487,0.2238,0.9317,0.775,0.0,0.5702,0.0,0.268,0.1517,0.2174,0.3224,0.9418,0.1858,0.5259,0.7611,0.3262,0.64055,0.41552857142857136,0.3852285714285714,0.4686571428571428,0.5280392857142857,0.440847619047619,0.23278486187074826
0.9166,0.9558,0.8293,0.8129,0.1226,0.8281,1.0,0.1972,0.6625,0.9924,0.3527,0.976,0.0,0.4893,0.8609,0.6043,0.7813,0.0,0.5917,0.1656,0.2174,0.2212,0.8217,0.1378,0.3755,0.3287,0.8761,0.7442166666666665,0.5972571428571428,0.4990142857142857,0.42548571428571424,0.6707369047619047,0.44999523809523806,0.30182841315759634
0.8837,0.8938,0.78,0.9595,0.8496,0.9292,0.8013,0.3186,0.6473,0.818,0.7244,0.7206,0.1429,0.7649,0.4336,0.0,0.7459,0.0,0.4539,0.6245,0.2174,0.1909,0.8546,0.1214,0.11,0.4425,0.871,0.8826333333333333,0.5961571428571428,0.43182857142857145,0.40111428571428576,0.739395238095238,0.41135238095238097,0.30415199165532875
0.8521,0.8508,0.9241,0.9355,0.6814,0.3944,1.0,0.3565,0.354,0.3692,0.3932,0.7358,0.1631,0.4779,0.4943,0.6233,0.4437,0.0,0.6043,0.6839,0.2174,0.1922,0.8635,0.1416,0.4968,0.5019,0.8698,0.77305,0.48168571428571433,0.4753428571428571,0.46902857142857146,0.6273678571428571,0.47113333333333335,0.2955739097619048
0.804,0.7573,0.8142,0.8786,0.7952,0.6688,0.906,0.5247,0.7914,0.8748,0.4867,0.7636,0.1163,0.8534,0.493,0.9494,0.5815,0.0,0.7434,0.8104,0.2174,0.158,0.885,0.1542,0.2288,0.6713,0.8635,0.7863500000000001,0.6376428571428571,0.6330142857142856,0.4540285714285715,0.7119964285714286,0.5136904761904763,0.3657457844387756
0.8432,0.8028,0.7914,0.9014,0.6485,0.7054,0.9589,0.4172,0.8496,0.8243,0.536,0.8382,0.2276,0.5765,0.7952,0.5601,0.1416,0.0,0.2794,0.5613,0.2174,0.1593,0.8913,0.153,0.3009,0.6308,0.8597,0.7821166666666667,0.6645428571428571,0.41630000000000006,0.4589142857142857,0.7233297619047618,0.44470952380952383,0.3216716339739229
0.8723,0.8496,0.8496,0.7573,0.9305,0.5107,0.7947,0.7876,0.646,0.5676,0.6688,0.6814,0.2276,0.1618,0.847,0.0,0.1252,0.0,0.2491,0.1188,0.2174,0.2225,0.8774,0.1466,0.4918,0.4968,0.8685,0.7949999999999999,0.6248142857142858,0.21455714285714284,0.4744285714285715,0.7099071428571428,0.38780476190476193,0.2753053705102041
0.8331,0.9064,0.6764,0.8319,0.8432,0.5563,0.951,0.4652,0.4855,0.8015,0.5638,0.8723,0.0,0.2288,0.8786,0.0,0.244,0.0,0.2592,0.1719,0.2174,0.2402,0.8799,0.1403,0.2086,0.4741,0.8736,0.7745500000000001,0.5913285714285713,0.25464285714285717,0.43344285714285713,0.6829392857142857,0.37384285714285714,0.25531197382653065
0.8534,0.9368,0.8837,0.9102,0.8142,0.6448,0.9894,0.4387,0.8685,0.7446,0.7155,0.9949,0.1429,0.5158,0.8799,0.0,0.9507,0.0,0.512,0.2351,0.2174,0.2731,0.8571,0.134,0.2769,0.3982,0.8723,0.8405166666666668,0.6992142857142857,0.44192857142857145,0.4327142857142857,0.7698654761904762,0.4357857142857143,0.3354963764455782
0.8786,0.7623,0.7143,0.9077,0.3148,0.9848,1.0,0.1858,0.6271,0.8976,0.4753,0.7092,0.0,0.9292,0.9102,0.6384,0.976,0.0,0.9001,0.6384,0.2174,0.7105,0.847,0.2137,0.5019,0.3135,0.8622,0.7604166666666666,0.5564285714285714,0.7131857142857142,0.5237428571428572,0.658422619047619,0.5868904761904762,0.3864219644274376
0.8647,0.9178,0.9494,0.9545,0.6498,0.8268,0.8397,0.6599,0.5954,0.665,0.4564,0.9153,0.1302,0.6776,0.909,0.0,0.6283,0.0,0.5512,0.2996,0.2174,0.6271,0.8673,0.201,0.3805,0.3843,0.8673,0.8605,0.6088428571428572,0.4379571428571429,0.5064142857142857,0.7346714285714286,0.48359523809523813,0.35528360442176876
0.7181,0.8066,0.6789,0.9735,0.7686,0.5803,1.0,0.6435,0.4147,0.6802,0.5588,0.9418,0.2061,0.3679,0.9027,0.0,0.0809,0.0,0.244,0.0442,0.2174,0.2819,0.8824,0.2516,0.531,0.4513,0.8748,0.7543333333333333,0.6350142857142858,0.23424285714285714,0.49862857142857137,0.6946738095238095,0.4104999999999999,0.28516359880952374
0.7712,0.9052,0.7889,0.9368,0.8698,0.3742,0.9444,0.5209,0.3565,0.2769,0.5992,0.7459,0.4539,0.7661,0.8887,0.0,0.0,0.0,0.0,0.182,0.2174,0.1934,0.9001,0.2478,0.3641,0.5879,0.8584,0.77435,0.5568142857142856,0.2624,0.4813,0.6655821428571428,0.4083333333333334,0.271779375
0.7927,0.6915,0.9343,0.6384,0.952,0.402,0.8093,0.7168,0.4817,0.33,0.5537,0.9254,0.3224,0.6207,0.914,0.0,0.1757,0.0,0.0,0.0,0.2174,0.1871,0.9153,0.4008,0.7118,0.493,0.8609,0.73515,0.5913285714285715,0.24434285714285714,0.5408999999999999,0.6632392857142857,0.442047619047619,0.29318334710884353
0.7509,0.8534,0.7497,0.866,0.7421,0.8458,0.9881,0.5057,0.6966,0.7939,0.4071,0.8597,0.1429,0.8546,0.9166,0.0,0.1353,0.0,0.7813,0.7092,0.2174,0.9633,0.8786,0.378,0.708,0.4071,0.866,0.8013166666666667,0.6277142857142858,0.48528571428571426,0.6312,0.7145154761904762,0.5825619047619047,0.4162494967913832
0.7977,0.9128,0.8862,0.708,0.847,0.5044,1.0,0.2453,0.5411,0.4614,0.536,0.7193,0.0973,0.8116,0.9216,0.0,0.2895,0.0,0.7358,0.7016,0.2174,0.9874,0.8559,0.4172,0.5032,0.3236,0.8647,0.7760166666666667,0.5143428571428571,0.49429999999999996,0.5956285714285714,0.6451797619047619,0.5618523809523809,0.36249578536848065
0.3363,0.4716,0.225,0.2225,0.8319,0.7143,0.2728,0.048,0.043,0.3755,0.1252,0.8281,0.1429,0.9393,0.8508,0.0,0.6966,0.0,0.0,0.0,0.2174,0.22,0.9254,0.3843,0.3856,0.4564,0.2731,0.46693333333333337,0.2622142857142857,0.35524285714285714,0.4088857142857143,0.3645738095238095,0.3910047619047619,0.14255009558956916
0.6081,0.445,0.665,0.622,0.866,0.6675,0.3748,0.1378,0.1922,0.2958,0.0796,0.5474,0.1429,0.9608,0.9014,0.0,0.2149,0.0,0.0,0.5449,0.2174,0.2187,0.9381,0.3932,0.3034,0.2705,0.2743,0.6456000000000001,0.25292857142857145,0.3745714285714286,0.37365714285714297,0.4492642857142858,0.3739619047619049,0.16800772802721098
0.421,0.5057,0.6056,0.3097,0.89,0.2882,0.253,0.1454,0.0202,0.1188,0.1719,0.426,0.1087,0.641,0.8255,0.0,0.0961,0.0,0.0,0.2086,0.2174,0.1226,0.9482,0.3881,0.469,0.2794,0.268,0.5033666666666666,0.1777142857142857,0.25302857142857144,0.3846714285714285,0.34054047619047617,0.34079047619047614,0.11605295104308387
0.2491,0.3388,0.3515,0.1188,0.6334,0.6435,0.0358,0.3211,0.0278,0.0253,0.158,0.1176,0.1163,0.8053,0.8268,0.0,0.0759,0.0,0.0,0.019,0.2174,0.2314,0.9583,0.3059,0.2819,0.1681,0.2693,0.38918333333333327,0.11455714285714284,0.2467142857142857,0.3474714285714286,0.25187023809523806,0.31388571428571427,0.07905846959183672
0.2124,0.2958,0.2389,0.2604,0.6346,0.6776,0.0093,0.0291,0.0973,0.0038,0.1871,0.1113,0.0594,0.9115,0.8344,0.0,0.2554,0.0,0.0,0.1087,0.2174,0.2301,0.976,0.1201,0.3818,0.091,0.2668,0.38661666666666666,0.07104285714285714,0.30142857142857143,0.32617142857142856,0.2288297619047619,0.3179238095238095,0.0727504296371882
0.3059,0.3881,0.4324,0.5436,0.7838,0.8571,0.1921,0.0164,0.1833,0.1542,0.1087,0.5537,0.1302,0.4956,0.8407,0.0,0.0746,0.0,0.0,0.2225,0.2174,0.1239,0.9558,0.2314,0.4564,0.1252,0.2705,0.5518166666666667,0.19122857142857147,0.23334285714285713,0.3400857142857143,0.3715226190476191,0.3045047619047619,0.1131304066553288
0.6258,0.3944,0.6043,0.2389,0.8394,0.2073,0.5166,0.1391,0.134,0.0796,0.2351,0.2882,0.0973,0.9014,0.8723,0.0,0.0973,0.0,0.0,0.5436,0.2174,0.0898,0.9469,0.2971,0.1593,0.1593,0.2718,0.48501666666666665,0.21284285714285714,0.3449428571428571,0.3059428571428571,0.3489297619047619,0.31894285714285714,0.11128865520408163
0.7067,0.8786,0.9886,0.8521,0.8723,0.7029,0.804,0.0708,0.3578,0.5171,0.6005,0.7016,0.1302,0.7332,0.9368,0.0,0.2301,0.0,0.6587,0.6094,0.2174,0.287,0.8622,0.4437,0.4374,0.3274,0.8015,0.8335333333333333,0.45457142857142857,0.45259999999999995,0.48237142857142856,0.6440523809523809,0.472447619047619,0.30428101392290247
0.8003,0.8268,0.7813,0.8015,0.804,0.1618,0.8291,0.5424,0.8154,0.5183,0.445,0.7535,0.0,0.8142,0.9292,0.0,0.5297,0.0,0.4501,0.3325,0.2174,0.2908,0.8938,0.3944,0.3236,0.3919,0.7977,0.69595,0.5576714285714285,0.43652857142857143,0.4728,0.6268107142857142,0.4607095238095238,0.28877766569727886
0.6662,0.7965,0.7155,0.7029,0.9279,0.5638,0.8901,0.5929,0.5158,0.1833,0.2149,0.8205,0.0531,0.8862,0.9317,0.0,0.7105,0.0,0.9216,0.8154,0.2174,0.708,0.8761,0.397,0.4223,0.3565,0.799,0.7288,0.4672285714285715,0.6093428571428572,0.5394714285714286,0.5980142857142857,0.5627619047619048,0.3365396585034014
0.7686,0.7206,0.9368,0.598,0.9317,0.3249,1.0,0.6384,0.7762,0.3666,0.5777,0.9709,0.0973,0.6169,0.9204,0.0,0.4387,0.0,0.0,0.0,0.2174,0.2389,0.9178,0.3906,0.4399,0.4096,0.7927,0.7134333333333333,0.6324428571428572,0.2822857142857143,0.4867,0.6729380952380952,0.41856190476190475,0.2816662509297052
0.7042,0.8319,0.9178,0.9241,0.6827,0.6005,0.7907,0.4614,0.2882,0.5777,0.6182,0.4349,0.0594,0.8824,0.9418,0.0,0.5032,0.0,0.5259,0.3021,0.2174,0.2566,0.9077,0.3995,0.8382,0.311,0.7939,0.7768666666666667,0.46149999999999997,0.45077142857142855,0.532042857142857,0.6191833333333333,0.5049523809523809,0.31265809841269837
0.732,0.9229,0.8698,0.6865,0.9115,0.2579,0.9775,0.7661,0.2642,0.7092,0.4678,0.8003,0.0,0.8723,0.9545,0.0,0.1643,0.0,0.3439,0.1264,0.2174,0.201,0.8812,0.4728,0.9064,0.2642,0.8003,0.7301000000000001,0.5693,0.3516285714285714,0.5347571428571428,0.6497,0.4737142857142857,0.30777217142857144
0.7231,0.9166,0.6915,0.6915,0.7699,0.9014,0.9086,0.2124,0.603,0.6637,0.2516,0.799,0.0973,0.8243,0.9558,0.0,0.0,0.0,0.0,0.2554,0.2174,0.2174,0.9166,0.4071,0.8824,0.2238,0.7965,0.7823333333333333,0.5050857142857142,0.29078571428571426,0.5230285714285714,0.6437095238095238,0.4456142857142857,0.28684615965986393
0.7813,0.8761,0.8306,0.7851,0.6789,0.7358,1.0,0.4779,0.5044,0.4791,0.4602,0.7838,0.0,0.8268,0.9633,0.0,0.048,0.0,0.0,0.3767,0.2174,0.1795,0.9204,0.3489,0.7965,0.1618,0.7952,0.7813,0.5293428571428571,0.31639999999999996,0.48852857142857137,0.6553214285714286,0.4311523809523809,0.28254339421768704
0.4324,0.5107,0.8091,0.0,0.6776,0.8129,0.0291,0.0405,0.1441,0.3982,0.3186,0.3173,0.1745,0.8748,0.8458,0.0,0.4918,0.0,0.0,0.2478,0.0,0.2023,0.9798,0.0556,0.6372,0.0759,0.2238,0.54045,0.20318571428571428,0.35145714285714286,0.31065714285714285,0.37181785714285714,0.32425714285714285,0.12056459602040816
0.4513,0.3616,0.5183,0.0468,0.7155,0.5879,0.057,0.129,0.0582,0.196,0.1795,0.2807,0.2389,0.3628,0.8331,0.0,0.7244,0.0,0.0,0.086,0.2174,0.2554,0.9848,0.0607,0.4425,0.067,0.2212,0.4468999999999999,0.16275714285714285,0.2866142857142857,0.3212857142857143,0.3048285714285714,0.3097285714285714,0.09441411795918365
0.2187,0.3198,0.3767,0.1163,0.7054,0.6283,0.0106,0.0834,0.0101,0.0,0.2617,0.3312,0.1163,0.359,0.8483,0.0,0.5057,0.0,0.0,0.6207,0.0,0.2035,0.9912,0.0354,0.3717,0.0455,0.22,0.39420000000000005,0.1161857142857143,0.33338571428571434,0.26675714285714286,0.25519285714285717,0.28896666666666665,0.07374222928571429
0.3628,0.3413,0.4741,0.0,0.3009,0.7712,0.0424,0.2427,0.0898,0.0076,0.1188,0.4867,0.0796,0.4513,0.8584,0.0,0.6789,0.0,0.5411,0.5967,0.0,0.2693,0.9937,0.0316,0.201,0.0657,0.2225,0.37504999999999994,0.15251428571428574,0.4466285714285715,0.25482857142857146,0.26378214285714285,0.3187619047619048,0.08408369829931973
0.7332,0.8736,0.6182,0.6587,0.8003,0.4905,0.6768,0.6473,0.3173,0.4817,0.3325,0.8837,0.0,0.9355,0.9709,0.0,0.3161,0.0,0.0,0.3831,0.0,0.182,0.9355,0.1997,0.8521,0.1087,0.5676,0.69575,0.47704285714285716,0.3722285714285714,0.40651428571428566,0.5863964285714286,0.39508571428571426,0.2316768518367347
0.6043,0.4475,0.2693,0.402,0.4981,0.4741,0.4742,0.0177,0.4172,0.1327,0.0733,0.6283,0.2807,0.9001,0.8622,0.0,0.6321,0.0,0.0,0.4071,0.0,0.1643,0.957,0.1707,0.5815,0.0986,0.5613,0.44921666666666665,0.28915714285714283,0.4002142857142857,0.3619142857142857,0.36918690476190474,0.3746809523809524,0.13832730108276645
0.3072,0.3123,0.2503,0.0,0.7269,0.8976,0.0026,0.0316,0.0506,0.0101,0.0569,0.1277,0.2276,0.8066,0.8496,0.0,0.0733,0.0,0.0,0.5638,0.0,0.2048,0.9646,0.0961,0.3679,0.0822,0.5626,0.4157166666666667,0.07244285714285714,0.3276142857142857,0.32545714285714283,0.2440797619047619,0.32617619047619045,0.07961300691043084
0.4943,0.3515,0.397,0.0,0.7965,0.4134,0.2437,0.0695,0.091,0.1214,0.2073,0.359,0.1922,0.8976,0.8635,0.0,0.3312,0.0,0.0,0.4539,0.0,0.1997,0.9785,0.1188,0.3881,0.0733,0.5664,0.40878333333333333,0.1834428571428571,0.3637428571428571,0.3321142857142857,0.2961130952380952,0.3426571428571428,0.10146526717687072
