Asthma,CHD,Disability,LBW,OldAge,YoungAge,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,OZONE,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.4187027858293547,0.27354228630915695,0.3316548572613674,0.4169909317067023,0.18987411731570783,0.30036023519071053,0.554305434134157,0.42308748759510934,0.4177673841382368,0.3810597110259585,0.22490706319702602,0.14844354704173943,0.12658227848101264,0.006948309014695238,0.008174579120661383,0.0,0.007894729281309302,0.0,0.0,0.001522485190202818,0.0,0.04982047363394482,1.0,0.0,0.0,0.025963465701297803,0.0,0.5281899563054344,0.32185420226883327,0.3251647008018913,0.0035057289438383916,0.20049673695508463,0.32350945153536226,0.13483306761800254,0.22917125957668238
0.42892317775156324,0.2991838785123155,0.19272328655836232,0.32433107952721174,0.09828477684100123,0.644726752339708,0.7220947340740882,0.3119167931058348,0.4922346411252268,0.5043862209520481,0.26394052044609667,0.09067897991928833,0.3449367088607595,0.019883465847268147,0.01118273871461729,0.0,0.02389605844885839,0.0,0.0018928504611707996,0.010147512218549168,0.0,0.05968521552411413,0.8673491427800002,0.05990973622275422,0.007489854008374437,0.018765906226257692,0.004915924073842526,0.5281584798785857,0.3313621585883603,0.3900269426404775,0.009571803670066256,0.1932842823392411,0.3606945506144189,0.13204678944951617,0.24637067003196755
0.37778255479361494,0.41885438702730327,0.35604773454607586,0.37450851545886926,0.23054822771382555,0.4526454173008401,0.681515062938601,0.6427056314894687,0.6087841981119201,0.2576266089265701,0.34944237918215615,0.2367633328716337,0.30537974683544306,0.01716572731769406,0.008730873131432719,0.0,0.02638219292966188,0.0,0.006654962161711776,0.0067755597462244655,0.0,0.05637467594077833,0.9124600638977621,0.03842615762643916,0.00423579018687447,0.011759884986766066,0.003948159571222499,0.5282019149101385,0.36839780614008816,0.44031670862225614,0.0093870450409607,0.19442583088999763,0.4043572573811721,0.1327462356069853,0.2685517464940787
0.26538661600282687,0.36762116363499114,0.20948832672900916,0.2356890579463292,0.45731489723830204,0.21288735399194508,0.48591015039622426,0.6805727098473474,0.44056034014575357,0.1652907094890551,0.23977695167286248,0.09238559330323763,0.24367088607594936,0.0036449071164372515,0.007497460220287697,0.0,0.0334369276470242,0.0,0.0009179442705143655,0.002205794831851851,0.0,0.053100962446746995,0.9735004274850357,0.02190544371523451,0.0023219403002268674,0.02355905737203926,0.0022559196682139936,0.5281822570280099,0.29139790259056725,0.3354524772757757,0.006814719155159338,0.2006032510019384,0.3134251899331715,0.1360070737196787,0.22471613182642508
0.36755266224954264,0.15387964112632516,0.26676072917818017,0.22394629690552031,0.10187674153196183,0.05310300554629769,0.1963423358912559,0.22104548793077855,0.5380691469406329,0.3377811334059115,0.05390334572490706,0.08313367399182682,0.09177215189873417,0.0,0.006416515933810922,0.0,0.004381251704169451,0.0,2.3954386534943955e-11,0.0007968579215601058,0.0,0.05309822269319545,0.9670296539621078,0.050666435188569246,0.0073484498424597755,0.04132006961911091,0.0048186895328722,0.52818081988318,0.194519846089638,0.2174353251120067,0.0016563750833564095,0.20655779259018692,0.20597758560082235,0.13825732008791008,0.17211745284436622
0.26526386770236887,0.23079595473983258,0.34962243169655294,0.2664139821015711,0.20657360948601575,0.24818357764322557,0.3371395933197824,0.31397794425754977,0.5083795535901805,0.14282002846930372,0.014869888475836432,0.1429801944970008,0.125,0.00045217671908322687,0.0070773076807258955,0.0,0.005383800796236137,0.0,1.7830416444803139e-10,0.0007351221670591845,0.0,0.05637563190502591,0.9592359267425614,0.04604503239905281,0.003848233435976271,0.03431840748385675,0.005423457636613428,0.5281807712730981,0.26114223722826113,0.2264524575156648,0.0019497725059155154,0.2041784326095231,0.24379734737196296,0.1367688792416539,0.19028311330680842
0.34708572432969054,0.17952055194384636,0.24174123375069648,0.1930707639245983,0.09576504445319331,0.17679348630065744,0.3529009273174667,0.36722270832595433,0.4985484775739703,0.3324447785289792,0.05947955390334573,0.04400474403802585,0.12974683544303794,0.0003192338884301742,0.006902341093121734,0.0003075791552706045,0.0001848571226426811,0.0,4.2860848734536726e-11,0.0005778027903059924,0.0,0.06293199258708553,0.9335553255636045,0.06991661245191677,0.01203440239351703,0.03211765140943509,0.00671374673559356,0.5281806625124114,0.2056628007837804,0.2549068607329686,0.0011845448703760048,0.20568129920669548,0.2302848307583745,0.13751571442792232,0.1839002725931484
0.4289203184602842,0.5897507006273659,0.5091018839361797,0.20850083079191456,0.44467046766071294,0.13807255361487275,0.1689245520524937,0.0554449856261342,0.5564705751035363,0.793466727477882,0.3197026022304833,0.0774654689459084,0.1772151898734177,0.0003244354320497832,0.006823341877376056,0.00029853164206945814,0.0,0.0,1.2251009638226424e-11,0.0021983686508368207,0.0,0.06620853005914953,0.9008639697610531,0.09524809323585487,0.01566012525648952,0.03118222478720762,0.010354417287378037,0.5281807167178985,0.3865027925152216,0.3069557287585508,0.0013778110877975896,0.20596225963812886,0.34672926063688625,0.1377674434546851,0.24224835204578568
0.3061973666680453,0.23941129344007145,0.029391411256477738,0.2625469061993728,0.12614027831616445,0.3255697457276001,0.41253953629057066,0.2987417100599392,0.506473323844365,0.2607688866402544,0.11895910780669146,0.043952039114103426,0.12025316455696201,0.006244899742087666,0.007645977828750818,0.00586314486250543,0.00546694871399599,0.0,0.008659597642076494,0.006085177973066825,0.0,0.06293003313894144,0.9091976780812662,0.07673096678227707,0.012108007430100305,0.007586148490366282,0.009509366274793873,0.5281807268595702,0.21487616693462197,0.25166968118755517,0.00570939239464046,0.2007803658821644,0.23327292406108857,0.13575670805298976,0.18451481605703918
0.224348688558623,0.22225409071367566,0.17722799481641804,0.2200923458168231,0.23410769055100608,0.3967482271213964,0.5946020770583011,0.5024677381964382,0.4736874585820111,0.13130629577131198,0.2936802973977695,0.09597383257853402,0.29430379746835444,0.020037372189420647,0.010521478667727492,0.013357837425194892,0.004096878500045201,0.0,0.017891979552600495,0.007818311792389052,0.0,0.06292978669221047,0.8678711245106391,0.09560767049359026,0.017060895908982892,0.025312113979043906,0.010804546334421062,0.5281672356384365,0.2457965062629904,0.3408602138646743,0.01053197973248254,0.20096917169466555,0.29332836006383234,0.13749010770727121,0.21540923388555178
